"Country","OblName","PostCodeList","City","lang_code"
"RU","KDA","","Дружелюбный","ru"
"BY","BR","225821","Дружиловичи","ru"
"RU","SVE","623060","Дружинино","ru"
"RU","OMS","644507","Дружино","ru"
"RU","SVE","623368","Дружино-Бардым","ru"
"RU","LEN","188377","Дружная Горка","ru"
"RU","ORL","303256","Дружно","ru"
"RU","CRI","","Дружное","ru"
"RU","LEN","","Дружноселье","ru"
"RU","AD","","Дружный","ru"
"RU","BEL","","Дружный","ru"
"RU","KDA","352609","Дружный","ru"
"RU","KGD","236034","Дружный","ru"
"RU","NIZ","607683","Дружный","ru"
"BY","MI","222852","Дружный","ru"
"RU","BEL","309209","Дружный Второй","ru"
"RU","BEL","309209","Дружный Первый","ru"
"BY","VI","","Друя","ru"
"RU","MOS","","дск Московский Писатель","ru"
"RU","YAR","152870","Дубасово","ru"
"RU","MO","431770","Дубенки","ru"
"RU","ROS","347333","Дубенцовская","ru"
"BY","HO","","Дубецкое","ru"
"BY","HO","","Дубина","ru"
"RU","KYA","662306","Дубинино","ru"
"RU","MOS","","Дубинино","ru"
"RU","BEL","309423","Дубино","ru"
"RU","ORE","462200","Дубиновка","ru"
"BY","BR","","Дубитово","ru"
"BY","BR","224010","Дубица","ru"
"RU","TVE","171928","Дубищи","ru"
"RU","BEL","","Дубки","ru"
"RU","CRI","297561","Дубки","ru"
"RU","DA","","Дубки","ru"
"RU","MOS","143086","Дубки","ru"
"RU","PSK","181311","Дубки","ru"
"RU","SAR","410530","Дубки","ru"
"RU","YAR","150545","Дубки","ru"
"RU","MOS","141980,141981,141982,141983,141985,141986,142340","Дубна","ru"
"RU","TUL","301160","Дубна","ru"
"RU","TVE","","Дубна","ru"
"BY","HO","","Дубницкое","ru"
"BY","HR","","Дубно","ru"
"BY","BR","225457","Дубняки","ru"
"BY","BR","225851","Дубовая","ru"
"RU","BEL","","Дубовая Балка","ru"
"RU","MOS","140127","Дубовая роща","ru"
"RU","BEL","","Дубовенька","ru"
"RU","LIP","399512","Дубовец","ru"
"BY","HO","","Дубовец","ru"
"BY","HO","","Дубовица","ru"
"RU","MOW","","Дубовка","ru"
"RU","ROS","","Дубовка","ru"
"RU","STA","356210","Дубовка","ru"
"RU","TUL","301623,301632","Дубовка","ru"
"RU","VGG","404000,404002,404029","Дубовка","ru"
"BY","BR","225673","Дубовка","ru"
"BY","MI","223043","Дубовляны","ru"
"RU","BEL","308501,308597","Дубовое","ru"
"RU","TAM","393078","Дубовое","ru"
"BY","BR","225612","Дубовое","ru"
"RU","ROS","347410","Дубовское","ru"
"RU","BEL","","Дубовый","ru"
"BY","HO","","Дубовый Лог","ru"
"RU","VGG","404175","Дубовый Овраг","ru"
"RU","SAM","443530","Дубовый умет","ru"
"BY","BR","225022","Дубок","ru"
"RU","MOS","143021","Дубрава","ru"
"RU","NIZ","606307","Дубрава","ru"
"BY","BR","225014","Дубрава","ru"
"RU","PSK","","Дубрава-2","ru"
"RU","KDA","354204","Дубравка","ru"
"RU","KDA","354387","Дубравный","ru"
"BY","BR","","Дубравцы","ru"
"RU","MOS","143723","Дубранивка","ru"
"RU","BEL","309063","Дуброва","ru"
"BY","BR","225612","Дуброва","ru"
"BY","HO","247919,247923","Дуброва","ru"
"RU","NVS","633146","Дубровино","ru"
"RU","MOS","","Дубровицы","ru"
"RU","RYA","390527","Дубровичи","ru"
"RU","AL","","Дубровка","ru"
"RU","BEL","","Дубровка","ru"
"RU","CHE","456675","Дубровка","ru"
"RU","CRI","","Дубровка","ru"
"RU","KIR","613223","Дубровка","ru"
"RU","LEN","188684","Дубровка","ru"
"RU","TVE","172704","Дубровка","ru"
"RU","VOR","397117","Дубровка","ru"
"BY","HO","247055","Дубровка","ru"
"RU","BRY","","Дубровка","ru"
"BY","MA","","Дубровка 1-я","ru"
"RU","BRY","242306,242750","Дубровка п.г.т.","ru"
"RU","BEL","","Дубровки","ru"
"RU","MOS","141503,141580","Дубровки","ru"
"RU","PNZ","442610","Дубровки","ru"
"BY","BR","225838","Дубровки","ru"
"BY","HO","","Дубровки","ru"
"BY","VI","","Дубровно","ru"
"RU","TYU","626061","Дубровное","ru"
"KZ","SEV","","Дубровное","ru"
"RU","SVE","","Дубровный","ru"
"RU","MOS","","Дуброво","ru"
"RU","PER","618173","Дуброво","ru"
"BY","MA","","Дуброво","ru"
"RU","ARK","165233","Дубровская","ru"
"RU","MOS","","Дубровский","ru"
"RU","VGG","403225","Дубровский","ru"
"RU","PNZ","442558","Дубровское","ru"
"RU","VLG","160531","Дубровское","ru"
"RU","SVE","","Дубская","ru"
"RU","MOS","","Дубцы","ru"
"RU","TA","422720","Дубъязы","ru"
"RU","ORL","303630","Дубы","ru"
"RU","BA","452534","Дуван","ru"
"RU","AMU","676235","Дугда","ru"
"RU","KB","","Дугулубгей","ru"
"BY","HO","","Дударево","ru"
"RU","KYA","647000,647002,647005,647501,647503,647504,647505","Дудинка","ru"
"BY","MI","222515","Дудинка","ru"
"BY","HO","","Дудичи","ru"
"RU","ROS","","Дудки","ru"
"RU","MOW","","Дудкино","ru"
"RU","BEL","309811","Дудчин","ru"
"RU","MAG","686417","Дукат","ru"
"RU","KHA","682737","Дуки","ru"
"RU","BEL","309233","Дукмасивка","ru"
"RU","AD","385447","Дукмасов","ru"
"BY","MI","","Дукора","ru"
"BY","MA","","Дулебка","ru"
"RU","ZAB","687200","Дульдурга","ru"
"RU","IVA","155506","Дуляпино","ru"
"RU","SMO","216472","Думаничи","ru"
"RU","KLU","249300,249301","Думиничи","ru"
"RU","MOS","","Думино","ru"
"RU","BEL","309010","Думное","ru"
"RU","PRI","692891","Дунай","ru"
"BY","HO","","Дунай","ru"
"BY","HO","247506","Дунай","ru"
"RU","KEM","","Дунай-Ключ","ru"
"RU","BEL","309391","Дунайка","ru"
"RU","IVA","155922","Дунилово","ru"
"RU","YAR","152381","Дунилово","ru"
"RU","VLG","161453","Дуниловский","ru"
"RU","MOS","","Дунино","ru"
"RU","NVS","632610","Дупленская","ru"
"RU","VGG","403920","Дуплятский","ru"
"RU","BA","452141","Дурасово","ru"
"RU","KHA","682905","Дурмин","ru"
"RU","MOS","","Дурниха","ru"
"RU","LIP","399415","Дурово","ru"
"RU","MOS","","Дурыкино","ru"
"RU","BA","452778","Дуслык","ru"
"RU","MOS","143512","Духанино","ru"
"RU","SAR","413900","Духовницкое","ru"
"RU","SAM","","Духовое","ru"
"RU","SMO","216200","Духовщина","ru"
"RU","MOS","","Душегубово","ru"
"RU","PRI","","Душкино","ru"
"RU","MOS","","Душоново","ru"
"BY","HO","","Дуяновка","ru"
"RU","KB","361500,361501","Дыгулыбгей","ru"
"RU","STA","357873","Дыдымкин","ru"
"RU","DA","368140,368141","Дылым","ru"
"RU","KIR","612977","Дым-Дым-Омга","ru"
"BY","VI","","Дыманово","ru"
"BY","BR","","Дымники","ru"
"BY","BR","225833","Дымск","ru"
"RU","TVE","171903","Дымцево","ru"
"RU","AD","","Дьяков","ru"
"RU","MOS","","Дьяково","ru"
"RU","MOS","","Дьяково поле","ru"
"RU","KOS","","Дьяконово","ru"
"RU","KRS","307213,307214","Дьяконово","ru"
"RU","VGG","403142","Дьяконовский 1-й","ru"
"RU","VGG","403130","Дьяконовский 2-й","ru"
"RU","IVA","155841","Дьячево","ru"
"RU","VOR","396770","Дьяченково","ru"
"RU","DA","368641","Дюбек","ru"
"RU","YAR","152962","Дюдьково","ru"
"RU","SA","678240","Дюллюкю","ru"
"RU","BA","452264","Дюмеево","ru"
"RU","SA","678362","Дюпся","ru"
"RU","KDA","","Дюрсо","ru"
"RU","BA","452320,452321,452322,452323,452329","Дюртюли","ru"
"RU","ARK","165436","Дябрино","ru"
"RU","SA","678678","Дябыла","ru"
"BY","BR","225226","Дягелец","ru"
"BY","BR","225115","Дягли","ru"
"BY","MA","","Дяговичи","ru"
"RU","MOS","","Дядькино","ru"
"RU","RYA","390507","Дядьково","ru"
"RU","KDA","353165","Дядьковская","ru"
"BY","BR","225856","Дятловичи","ru"
"RU","CRI","","Дятловка","ru"
"RU","MOS","","Дятловка","ru"
"BY","HO","","Дятловка","ru"
"RU","MOS","","Дятлово","ru"
"RU","TA","422631","Дятлово","ru"
"BY","HR","","Дятлово","ru"
"BY","BR","225662","Дятлы","ru"
"RU","BRY","242600,242602,242603,242604,242609","Дятьково","ru"
"RU","ROS","346054","Дячкино","ru"
"RU","OMS","646696","Евгащино","ru"
"RU","BEL","","Евдокимов","ru"
"BY","MA","","Евдокимовичи","ru"
"RU","PNZ","442508","Евлашево","ru"
"BY","BR","225802","Евлаши","ru"
"RU","CRI","296208,296209,296582,296583,296584,296585,297400,297402,297403,297405,297406,297407,297408,297412,297414,297415,297420,297493,297499","Евпатория","ru"
"RU","AST","416473","Евпраксино","ru"
"RU","BEL","","Евсеев","ru"
"RU","MOS","","Евсеево","ru"
"RU","KDA","","Евсеевский","ru"
"RU","ROS","346556","Евсеевский","ru"
"RU","NVS","633220","Евсино","ru"
"RU","VOR","396630","Евстратовка","ru"
"BY","HO","","Евстратовка","ru"
"RU","SVE","622026","Евстюниха","ru"
"RU","KEM","652672","Евтино","ru"
"RU","MOS","","Еганово","ru"
"RU","PER","619560","Егва","ru"
"AM","KT","","Егвард","ru"
"RU","AD","385421","Егерухай","ru"
"KZ","KAR","","Егиндыбулак","ru"
"KZ","AKM","","Егиндыколь","ru"
"RU","NGR","174425","Егла","ru"
"RU","TA","423020","Егоркино","ru"
"RU","ROS","347660,347663,347664","Егорлыкская","ru"
"RU","ROS","347346","Егоров","ru"
"RU","NVS","633354","Егоровка","ru"
"RU","MOS","","Егорово","ru"
"RU","RYA","391038","Егорово","ru"
"RU","MOS","140300,140301,140302,140303,140304,140305,140306,140308","Егорьевск","ru"
"RU","NVS","633582","Егорьевское","ru"
"RU","KO","169257","Едва","ru"
"BY","HO","","Единство","ru"
"RU","NGR","175429","Едрово","ru"
"BY","BR","225111","Ежики","ru"
"RU","VGG","403235","Ежовка","ru"
"RU","ME","425224","Ежово","ru"
"RU","TVE","170547","Езвино","ru"
"RU","BEL","","Ездоцкий","ru"
"RU","BEL","309572","Ездочное","ru"
"BY","VI","","Езерище","ru"
"RU","KDA","353680,353681,353682,353684,353685,353688,353690,353691,353699","Ейск","ru"
"RU","KDA","","Ейский","ru"
"RU","KDA","353640","Ейское Укрепление","ru"
"RU","SVE","620000,620002,620004,620007,620010,620012,620014,620016,620017,620018,620019,620023,620024,620025,620026,620027,620028,620030,620031,620033,620034,620035,620036,620039,620041,620042,620043,620046,620048,620049,620050,620051,620054,620055,620056,620057,620058,620060,620061,620062,620063,620066,620067,620070,620071,620072,620073,620075,620076,620077,620078,620082,620085,620086,620087,620088,620089,620090,620091,620092,620097,620098,620100,620102,620103,620105,620107,620108,620109,620110,620123,620127,620130,620131,620133,620134,620135,620137,620138,620141,620142,620143,620144,620146,620147,620149,620151,620700,620880,620890,620899,620910,620912,620960,620961,620962,620963,620964,620965,620970,620971,620979,620980,620981,620982,620983,620984,620985,620986,620987,620988,620989,620990,620991,620992,620993,620994,620996,620997,620998,620999,901079,901151,901153,901155,901157,901159,901161,901201,901219,991000,991001,991002,991003,991004,991005,991006,991008,991009,991010,991011,991012,991013","Екатеринбург","ru"
"RU","OMS","","Екатериненское","ru"
"RU","OMS","646510","Екатерининское","ru"
"RU","BEL","309674","Екатериновка","ru"
"RU","KDA","","Екатериновка","ru"
"RU","LIP","399528","Екатериновка","ru"
"RU","OMS","646089","Екатериновка","ru"
"RU","ORE","461028","Екатериновка","ru"
"RU","PRI","692974","Екатериновка","ru"
"RU","SAM","446361","Екатериновка","ru"
"RU","SAR","412120","Екатериновка","ru"
"RU","ULY","433392","Екатериновка","ru"
"KZ","SEV","","Екатериновка","ru"
"RU","KDA","353316","Екатериновский","ru"
"RU","KB","361015","Екатериноградская","ru"
"RU","AMU","676630,676631","Екатеринославка","ru"
"RU","OMS","646703","Екатеринославка","ru"
"RU","KDA","","Екатеринославский","ru"
"RU","SMO","216533","Екимовичи","ru"
"RU","LEN","","Ексолово","ru"
"RU","TA","423600,423601,423602,423603,423604,423605,423606,423607,423608,423630,423639","Елабуга","ru"
"RU","TA","","Елабуга СЭЗ Алабуга","ru"
"RU","SVE","624128","Елани","ru"
"RU","SAR","413823","Еланка","ru"
"RU","SVE","","Еланский","ru"
"RU","IRK","666130","Еланцы","ru"
"RU","KEM","654219","Елань","ru"
"RU","SVE","623875","Елань","ru"
"RU","VGG","403727,403730,403731,403732","Елань","ru"
"RU","VOR","397420","Елань-Колено","ru"
"RU","VOR","397431","Елань-Коленовский","ru"
"RU","ME","425610","Еласы","ru"
"RU","RYA","391351","Елатьма","ru"
"RU","NVS","633214,633231","Елбаши","ru"
"RU","KIR","612552","Елганское","ru"
"RU","MOS","141656","Елгозино","ru"
"RU","CRI","","Еленовка","ru"
"RU","ORE","462774","Еленовка","ru"
"BY","BR","225221","Еленово","ru"
"BY","HO","","Еленово","ru"
"RU","AD","385322","Еленовское","ru"
"RU","KLU","249373","Еленский","ru"
"RU","BEL","309602","Елец","ru"
"RU","LIP","399740,399770,399771,399772,399773,399774,399775,399776,399777,399778,399780,399782,399783,399784,399785,399787,399788,399799","Елец","ru"
"RU","BEL","","Елецкое","ru"
"RU","OMS","646265","Елизаветинка","ru"
"RU","LEN","188370,188371","Елизаветино","ru"
"RU","MOS","","Елизаветино","ru"
"RU","KDA","350915,350916","Елизаветинская","ru"
"RU","ROS","346741","Елизаветинская","ru"
"RU","ROS","346767","Елизаветовка","ru"
"RU","VOR","396446","Елизаветовка","ru"
"RU","CRI","296511","Елизаветово","ru"
"BY","HO","","Елизаровичи","ru"
"RU","KHM","628541","Елизарово","ru"
"RU","MOS","141555","Елизарово","ru"
"RU","MOW","","Елизарово","ru"
"RU","NIZ","606185","Елизарово","ru"
"RU","PSK","180523","Елизарово","ru"
"RU","SAM","","Елизарово п","ru"
"RU","KAM","684000,684001,684004,684005,684006,684007,684039","Елизово","ru"
"BY","MA","","Елизово","ru"
"RU","MOS","140477","Елино","ru"
"RU","RYA","391751","Елино","ru"
"RU","BRY","","Елионка","ru"
"BY","BR","","Елки","ru"
"BY","HO","247281","Елки","ru"
"RU","BA","","Елкибаево","ru"
"RU","ROS","346621","Елкин","ru"
"RU","CU","429551","Елкино","ru"
"RU","SVE","624214","Елкино","ru"
"RU","VGG","404472","Елкино","ru"
"RU","KOS","157942","Елкотово","ru"
"RU","IVA","155441","Елнать","ru"
"BY","BR","225441","Еловая","ru"
"BY","MA","","Еловец","ru"
"RU","PER","618170","Елово","ru"
"RU","KYA","663012","Еловое","ru"
"RU","IRK","","Еловый","ru"
"BY","BR","","Еловый Груд","ru"
"RU","PER","618168","Елпачиха","ru"
"RU","ALT","659018","Елунино","ru"
"RU","SAM","446870","Елховка","ru"
"RU","ULY","433254","Елховка","ru"
"RU","TA","","Елхово","ru"
"RU","SAR","412583,413041","Елшанка","ru"
"RU","ULY","433352","Елшанка","ru"
"RU","KEM","","Елыкаево","ru"
"RU","MOS","","Ельдигино","ru"
"RU","MOS","","Елькино","ru"
"BY","MA","","Ельковщина","ru"
"RU","MO","431370","Ельники","ru"
"BY","HO","","Ельно","ru"
"RU","MOS","","Ельня","ru"
"RU","SMO","216330","Ельня","ru"
"BY","BR","225458","Ельня","ru"
"BY","MA","","Ельня","ru"
"BY","HO","247820","Ельск","ru"
"RU","ALT","658157,659470","Ельцовка","ru"
"RU","TVE","172212","Ельцы","ru"
"RU","CHE","456574","Еманжелинка","ru"
"RU","CHE","456580,456581,456582,456584,456591,456592,456596","Еманжелинск","ru"
"RU","BA","452590","Емаши","ru"
"RU","TYU","625511","Ембаево","ru"
"RU","KO","169200,169203","Емва","ru"
"RU","KOS","156551","Емельянка","ru"
"RU","BEL","","Емельяновка","ru"
"RU","CRI","297121","Емельяновка","ru"
"RU","MOS","140578","Емельяновка","ru"
"RU","KYA","663020,663021","Емельяново","ru"
"RU","VLG","","Емельяново","ru"
"RU","NVS","","Емельяновский","ru"
"RU","ARK","164537","Емецк","ru"
"RU","KOS","157814","емсна","ru"
"RU","TYU","627195","Емуртлинский","ru"
"RU","ARK","164252","Емца","ru"
"RU","MUR","","Ена","ru"
"RU","TA","423643","Енабердино","ru"
"RU","PER","617874","Енапаево","ru"
"KZ","ALM","","Енбек","ru"
"KZ","MAN","","Енбек-Актау","ru"
"RU","ULY","433411","Енганаево","ru"
"RU","BEL","","Ендовино","ru"
"RU","BEL","","Ендовицкий","ru"
"RU","VOR","396931","Ендовище","ru"
"RU","KYA","663180,663181,663182,663183,663184,663185,663189","Енисейск","ru"
"RU","RYA","391675","Енкаево","ru"
"RU","AST","416200,416229","Енотаевка","ru"
"RU","MUR","184120","Енский","ru"
"BY","HO","","Енцы","ru"
"RU","TUL","301628,301740","Епифань","ru"
"BY","HO","","Епифань","ru"
"RU","RYA","","Ерахтур","ru"
"RU","IRK","666611","Ербогачен","ru"
"RU","PER","617437","Ергач","ru"
"AM","ER","","Ереван","ru"
"KZ","AKM","","Ерейментау","ru"
"KZ","AKM","","Ерейметау","ru"
"RU","OMS","646722","Еремеевка","ru"
"RU","KDA","352114","Еремизино-Борисовская","ru"
"RU","SVE","","Еремина","ru"
"RU","KEM","","Еремино","ru"
"RU","MOS","141051","Еремино","ru"
"BY","HO","247016","Еремино","ru"
"RU","KDA","352521","Ереминская","ru"
"RU","KOS","","Еремкино","ru"
"RU","TVE","171860","Еремково","ru"
"RU","BEL","309753","Еремовка","ru"
"BY","HO","","Еремовка","ru"
"RU","SVE","","Ерзовка","ru"
"RU","VGG","403010","Ерзовка","ru"
"RU","SVE","","Ерзовское","ru"
"RU","BEL","308527","Ерик","ru"
"RU","KDA","352664","Ерик","ru"
"RU","MOS","108822","Ерино","ru"
"RU","OMS","","Ермак","ru"
"RU","PER","617205","Ермаки","ru"
"RU","SVE","624670","Ермаки","ru"
"RU","SVE","623938","Ермакова","ru"
"RU","CRI","296123","Ермаково","ru"
"RU","KGD","238403","Ермаково","ru"
"RU","VLG","160521","Ермаково","ru"
"RU","YAR","152968","Ермаково","ru"
"RU","NVS","632499","Ермаковский","ru"
"RU","KYA","662820,662821","Ермаковское","ru"
"RU","BA","452190","Ермекеево","ru"
"RU","LEN","188911","Ермилово","ru"
"RU","RYA","391660","Ермишь","ru"
"RU","RYA","391626","Ермо-Николаевка","ru"
"RU","BA","453360,453361","Ермолаево","ru"
"RU","KYA","662525","Ермолаево","ru"
"RU","KLU","249026,249027,249028","Ермолино","ru"
"RU","MOS","141863","Ермолино","ru"
"RU","NGR","173517","Ермолино","ru"
"RU","BA","452022","Ермолкино","ru"
"BY","MA","","Ермоловичи","ru"
"RU","KDA","354388","Ермоловка","ru"
"RU","ULY","433111","Ермоловка","ru"
"RU","VOR","397953","Ермоловка","ru"
"KZ","ZHA","","Ерназар","ru"
"RU","MOS","140620","Ерново","ru"
"RU","ROS","346060","Ерофеевка","ru"
"RU","AMU","676000","Ерофей Павлович","ru"
"BY","HO","","Ерохово","ru"
"RU","SVE","623665","Ертарский","ru"
"RU","KYA","663286","Еруда","ru"
"RU","KEM","654213","Ерунаково","ru"
"RU","ARK","164000,164001","Ерцево","ru"
"RU","SMO","216580","Ершичи","ru"
"RU","SAR","413500,413502,413503,413520,413525","Ершов","ru"
"RU","KIR","612956","Ершовка","ru"
"RU","SAR","412404","Ершовка","ru"
"RU","IRK","666664","Ершово","ru"
"RU","KOS","","Ершово","ru"
"RU","MOS","143055","Ершово","ru"
"RU","PSK","180520","Ершово","ru"
"RU","RYA","391182","Ершово","ru"
"RU","KYA","662518","Есаулово","ru"
"RU","CHE","456530","Есаульский","ru"
"KZ","ALM","","Есик","ru"
"KZ","AKM","","Есиль","ru"
"RU","MOS","","Есино","ru"
"RU","MOS","","Есипово","ru"
"RU","STA","357600,357601,357602,357603,357616,357617,357620,357623,357624,357625,357626,357632,357633,357634,357635,357637","Ессентуки","ru"
"RU","STA","357350,357351","Ессентукская","ru"
"RU","CHE","456560,456578","Еткуль","ru"
"KZ","SEV","","Ефимовка","ru"
"RU","LEN","187620","Ефимовский","ru"
"RU","MOS","","Ефимьево","ru"
"RU","CU","429259","Ефремкасы","ru"
"RU","BA","453023","Ефремкино","ru"
"RU","KK","655210","Ефремкино","ru"
"RU","TUL","301840,301841,301842,301843,301844,301845,301846,301847,301848,301859,301879","Ефремов","ru"
"RU","ROS","345853","Ефремовка","ru"
"KZ","PAV","","Ефремовка","ru"
"AM","VD","","Ехегнадзор","ru"
"RU","MOS","","Ж/к Дубровка","ru"
"BY","BR","225620","Жабер","ru"
"BY","BR","","Жабинка","ru"
"RU","LEN","188362","Жабино","ru"
"RU","LIP","399930","Жабино","ru"
"RU","MOS","","Жабкино","ru"
"RU","BEL","309764","Жабское","ru"
"RU","MOS","143020","Жаворонки","ru"
"RU","ULY","433731","Жадовка","ru"
"BY","MI","222217","Жажелка","ru"
"RU","IVA","155423","Жажлево","ru"
"KZ","VOS","","Жазык","ru"
"KZ","KAR","","Жайрем","ru"
"RU","KC","369428","Жако","ru"
"KZ","AKM","","Жаксы","ru"
"KZ","KZY","","Жалагаш","ru"
"KZ","AKM","","Жалтыр","ru"
"KZ","AKM","","Жамбыл","ru"
"RU","AST","416321","Жан Аул","ru"
"KZ","KZY","","Жанакорган","ru"
"KZ","MAN","","Жанаозен","ru"
"KZ","ZHA","","Жанатас","ru"
"KZ","ZAP","","Жангала","ru"
"KZ","VOS","","Жангизтобе","ru"
"KZ","MAN","","Жангылды","ru"
"KZ","KZY","","Жанокорган","ru"
"KZ","ALM","","Жансугурова","ru"
"RU","AMU","676966","Жариково","ru"
"RU","PRI","692588","Жариково","ru"
"KZ","ALM","","Жаркент","ru"
"RU","TVE","172460,172461","Жарковский","ru"
"KZ","SEV","150413","Жарколь","ru"
"KZ","VOS","","Жаркын","ru"
"KZ","VOS","","Жарма","ru"
"RU","KYA","","Жаровск","ru"
"BY","BR","","Жарские","ru"
"RU","SA","678454","Жархан","ru"
"KZ","KAR","","Жарык","ru"
"KZ","ATY","","Жаскайрат","ru"
"RU","SAR","410507","Жасминный","ru"
"RU","SA","677902","Жатай","ru"
"BY","HO","","Жгунская Буда","ru"
"BY","HO","","Жгунь","ru"
"BY","BR","","Жданки","ru"
"RU","TUL","301801","Жданковский","ru"
"RU","BEL","","Жданов","ru"
"RU","DA","368886","Жданова","ru"
"BY","MA","","Ждановичи","ru"
"BY","MI","","Ждановичи. Минский р-н","ru"
"RU","KOS","","Жданово","ru"
"RU","NIZ","607684","Ждановский","ru"
"RU","MOS","","Ждановское","ru"
"BY","MA","","Жевань","ru"
"BY","VI","","Жегули","ru"
"RU","MOS","","Жедочи","ru"
"RU","ULY","433464","Жедяевка","ru"
"KZ","KAR","","Жезды","ru"
"KZ","KAR","","Жезказган","ru"
"KZ","ZAP","","Желаево","ru"
"RU","OMS","","Желанное","ru"
"RU","VLA","","Желдыбино","ru"
"KZ","PAV","","Железинка","ru"
"RU","STA","357356,357400,357401,357405,357408,357411,357413,357415","Железноводск","ru"
"RU","KYA","662970,662971,662972,662973,662974,662975,662976,662977,662978,662979,662980,662989,662990,662991,663034","Железногорск","ru"
"RU","KRS","307170,307171,307173,307174,307176,307177,307178,307179,307189","Железногорск","ru"
"RU","IRK","665650,665651,665653,665654","Железногорск-Илимский","ru"
"RU","MOS","","Железнодорожная казарма","ru"
"RU","UD","427885","Железнодорожная станция Алнаши","ru"
"RU","CRI","298462","Железнодорожное","ru"
"RU","CHE","","Железнодорожный","ru"
"RU","IRK","666660,666661","Железнодорожный","ru"
"RU","IVA","153531","Железнодорожный","ru"
"RU","KGD","238410","Железнодорожный","ru"
"RU","MOS","143920,143955,143956,143957,143958,143959,143961,143962,143963,143967,143970,143971,143972,143973,143974,143975,143976,143977,143978,143979,143980,143981,143982,143983,143984,143986,143987,143988,143989","Железнодорожный","ru"
"RU","NIZ","606471","Железнодорожный","ru"
"RU","ROS","347300","Железнодорожный","ru"
"KZ","AKM","","Железнодорожный","ru"
"KZ","SEV","","Железное","ru"
"RU","KDA","352305","Железный","ru"
"RU","MOS","","Железня","ru"
"RU","NIZ","","Железово","ru"
"RU","NIZ","606044","Желнино","ru"
"RU","RYA","391078","Желобова Слобода","ru"
"RU","RYA","391926","Желобово","ru"
"RU","BEL","","Желобок","ru"
"RU","BRY","243253","Желтая Акация","ru"
"RU","CHE","457415","Желтинский","ru"
"RU","ORE","462140","Желтое","ru"
"RU","AMU","676437","Желтоярово","ru"
"RU","RYA","391850","Желтухинский","ru"
"RU","KDA","353767","Желтые Копани","ru"
"BY","HR","","Желудок","ru"
"BY","HO","","Желудье","ru"
"RU","LEN","188255","Жельцы","ru"
"RU","MOS","","Желябино","ru"
"RU","CRI","297140","Желябовка","ru"
"KZ","AKT","","Жем","ru"
"RU","SAM","446061","Жемковка","ru"
"BY","BR","225258","Жемойдяки","ru"
"RU","BU","671020","Жемчуг","ru"
"RU","CRI","297154","Жемчужина","ru"
"RU","CRI","297327","Жемчужина Крыма","ru"
"RU","KDA","","Жемчужный","ru"
"RU","KK","655220","Жемчужный","ru"
"RU","TAM","393503","Жемчужный","ru"
"BY","HR","","Жемыславль","ru"
"RU","BEL","","Жердевка","ru"
"RU","TAM","393670,393671,393672,393699","Жердевка","ru"
"BY","HO","","Жердь","ru"
"BY","BR","","Жеребковичи","ru"
"RU","MOS","","Жеребятьево","ru"
"RU","KRS","306056","Жерновец","ru"
"RU","LIP","399520","Жерновное","ru"
"KZ","PAV","","Жетекши","ru"
"KZ","YUZ","","Жетысай","ru"
"KZ","ALM","","Жетысу","ru"
"RU","KO","169044,169045","Жешарт","ru"
"RU","ULY","433737","Живайкино","ru"
"RU","CRI","","Живописное","ru"
"RU","MOS","","Животино","ru"
"RU","BEL","309234","Жигайловка","ru"
"RU","IRK","666402","Жигалово","ru"
"RU","SA","678330,678349","Жиганск","ru"
"RU","PSK","182153","Жигари","ru"
"RU","SAM","445350,445351,445352,445354,445359,445364,445366","Жигулевск","ru"
"RU","SAM","445163","Жигули","ru"
"RU","KLU","249340","Жиздра","ru"
"KZ","ALM","","Жиланды","ru"
"RU","ORE","461447","Жилгородок","ru"
"RU","MOS","142820","Жилево","ru"
"RU","KLU","249841","Жилетово","ru"
"RU","BEL","309026","Жилин","ru"
"RU","ORL","302530","Жилина","ru"
"RU","ORE","461015","Жилинка","ru"
"RU","BA","","Жилино","ru"
"RU","MOS","141551,141580,141503","Жилино","ru"
"RU","ORL","303014","Жилино","ru"
"RU","VOR","396643","Жилино","ru"
"RU","MOS","","Жилино-1","ru"
"RU","MOS","","Жилино-Горки","ru"
"BY","BR","","Жиличи","ru"
"BY","HO","247642","Жиличи","ru"
"RU","MOS","","Жилой поселок 3","ru"
"RU","BEL","309038","Жимолостное","ru"
"RU","ZAB","673225","Жипхеген","ru"
"RU","ZAB","673498","Жирекен","ru"
"RU","VGG","403584","Жирковский","ru"
"RU","ROS","347090,347091","Жирнов","ru"
"RU","VGG","403790,403791,403792,403793","Жирновск","ru"
"BY","HR","","Жировичи","ru"
"RU","TUL","301124","Жировка","ru"
"RU","MOS","","Жирово","ru"
"RU","MOS","","Жирошкино","ru"
"RU","BRY","242029,242030,242039","Жирятино","ru"
"KZ","KUS","","Житикара","ru"
"BY","BR","225124","Житин","ru"
"BY","HO","","Житковичи","ru"
"RU","LEN","188903","Житково","ru"
"BY","BR","","Житлин","ru"
"RU","MOS","142033","Житнево","ru"
"RU","AST","416364","Житное","ru"
"RU","BRY","243424","Житня","ru"
"BY","HO","","Житовля","ru"
"BY","HO","","Житонежье","ru"
"BY","MI","222140","Житьково","ru"
"BY","BR","225246","Жичин","ru"
"RU","MOS","","ЖК Березки","ru"
