Country,OblName,City,edost
RU,IRK,Усть-Кут,895
RU,KDA,Усть-Лабинск,455
RU,IRK,Усть-Ордынский,904
RU,BA,Уфа,546
RU,KO,Ухта,270
RU,BA,Учалы,566
RU,KC,Учкекен,386
RU,KHM,Федоровский,792
RU,CRI,Феодосия,2296
RU,BRY,Фокино,17
RU,PRI,Фокино,985
RU,VGG,Фролово,500
RU,MOS,Фрязино,123
RU,IVA,Фурманов,65
RU,KHA,Хабаровск,909
RU,KDA,Хадыженск,426
RU,KHM,Ханты-Мансийск,773
RU,AST,Харабали,493
RU,DA,Хасавюрт,362
RU,MOS,Химки,177
RU,SAK,Холмск,1017
RU,KDA,Холмская,424
RU,MOS,Хотьково,174
RU,ROS,Цимлянск,545
RU,CE,Цоци-Юрт,402
RU,PER,Чайковский,672
RU,ROS,Чалтырь,540
RU,SAM,Чапаевск,690
RU,CHE,Чебаркуль,822
RU,CU,Чебоксары,608
RU,KHA,Чегдомын,997
RU,KB,Чегем,379
RU,CHE,Челябинск,801
RU,IRK,Черемхово,896
RU,NVS,Черепаново,946
RU,VLG,Череповец,285
RU,KC,Черкесск,383
RU,PRI,Черниговка,989
RU,MOS,Черноголовка,157
RU,KK,Черногорск,841
RU,PER,Чернушка,679
RU,BEL,Чернянка,10
RU,KGD,Черняховск,294
RU,MOS,Чехов,179
RU,TA,Чистополь,591
RU,ZAB,Чита,956
RU,BA,Чишмы,569
RU,NGR,Чудово,345
RU,IRK,Чунский,903
RU,PER,Чусовой,673
RU,KGN,Шадринск,719
RU,CE,Шали,398
RU,KYA,Шарыпово,876
RU,KOS,Шарья,87
RU,MOS,Шатура,180
RU,ROS,Шахты,530
RU,NIZ,Шахунья,639
RU,BEL,Шебекино,6
RU,VLG,Шексна,287
RU,IRK,Шелехов,898
RU,ZAB,Шерловая Гора,961
RU,ZAB,Шилка,963
RU,RYA,Шилово,198
RU,AMU,Шимановск,1006
RU,CU,Шумерля,612
RU,KGN,Шумиха,723
RU,SPE,Шушары 1 (Промзона),324
RU,KYA,Шушенское,882
RU,IVA,Шуя,66
RU,TUL,Щекино,240
RU,MOS,Щелково,181
RU,MOS,Щербинка,124
RU,KRS,Щигры,92
RU,IN,Экажево,368
RU,MOS,Электрогорск,167
RU,MOS,Электросталь,125
RU,MOS,Электроугли,158
RU,KL,Элиста,381
RU,SAR,Энгельс,705
RU,AD,Энем,352
RU,MOS,Юбилейный,126
RU,KHM,Югорск,786
RU,IVA,Южа,70
RU,SAK,Южно-Сахалинск,1012
RU,CHE,Южноуральск,823
RU,ALT,Южный,846
RU,KEM,Юрга,927
RU,VLA,Юрьев-Польский,44
RU,CHE,Юрюзань,828
RU,AD,Яблоновский,353
RU,SA,Якутск,964
RU,CRI,Ялта,2297
RU,TYU,Ялуторовск,771
RU,BA,Янаул,567
RU,KIR,Яранск,620
RU,ALT,Яровое,855
RU,YAR,Ярославль,247
RU,SMO,Ярцево,206
RU,TUL,Ясногорск,246
RU,ORE,Ясный,651
RU,KEM,Яшкино,930
