Country,ID,OblName,PostCodeList,City
RU,14518,YAR,152250,Великое
RU,29839,BEL,309620,Великомихайловка
RU,24142,TVE,172715,Великооктябрьский
RU,34618,CHE,457382,Великопетровка
RU,33192,STA,"357974,357975",Величаевское
RU,45488,NIZ,607403,Вельдеманово
RU,24374,TUL,,Велье-Никольское
RU,15329,MOS,,Вельево
RU,15272,MOS,,Вельмогово
RU,994,ARK,"165150,165151,165152,165158,165159",Вельск
RU,1671,MOS,142063,Вельяминово
RU,17005,BEL,309313,Венгеровка
RU,753,NVS,"632240,632241",Венгерово
RU,445,TUL,"301304,301320,301321",Венев
RU,32642,KDA,352177,Венцы
RU,2768,MOS,141930,Вербилки
RU,35546,LIP,398524,Вербилово
RU,29840,BEL,,Вербное
RU,29841,BEL,308589,Вергелевка
RU,14762,LEN,,Верево п. ст.
RU,17284,MOS,,Веревское
RU,35371,MOS,140333,Верейка
RU,46268,IRK,666342,Веренка
RU,38061,CRI,296524,Вересаево
RU,38054,CRI,296524,Вересаево
RU,15968,SVE,,Вересовка
RU,31233,KRS,307156,Веретенино
RU,29842,BEL,309885,Веретенниково
RU,42809,YAR,152743,Веретея
RU,573,PER,"617119,617120,617123,617126,617129",Верещагино
RU,35114,BRY,243015,Верещаки
RU,14696,MOS,,Верея
RU,31668,MOS,142633,Верея
RU,1118,MOS,143330,Верея
RU,17201,MOS,142821,Верзилово
RU,15910,KOS,156553,Веригино
RU,44534,KOS,,Веригино
RU,29843,BEL,309956,Вериговка
RU,29844,BEL,309038,Верин
RU,29845,BEL,309675,Верный
RU,31724,PSK,181290,Вернявино
RU,38113,TOM,636753,Вертикос
RU,24259,MOS,,Вертячево
RU,38172,VGG,403025,Вертячий
RU,1968,NVS,633296,Верх-Алеус
RU,31400,KYA,663633,Верх-Амонаш
RU,13510,ALT,,Верх-Ая
RU,42310,AL,649151,Верх-Бийск
RU,47024,KEM,653213,Верх-Егос
RU,13853,PER,619550,Верх-Иньва
RU,1969,NVS,633272,Верх-Ирмень
RU,46654,SVE,,Верх-Ис
RU,1970,NVS,,Верх-Каргат
RU,16764,ALT,659374,Верх-Катунское
RU,36901,NVS,633233,Верх-Коен
RU,37583,ALT,659440,Верх-Марушка
RU,3215,SVE,624170,Верх-Нейвинский
RU,46855,KEM,652351,Верх-Падунский
RU,45721,ALT,658507,Верх-Пайва
RU,35284,PER,617183,Верх-Рождество
RU,2334,ALT,658690,Верх-Суетка
RU,46703,SVE,623233,Верх-Тиса
RU,1971,NVS,630520,Верх-Тула
RU,37671,AL,649475,Верх-Уймон
RU,23924,NVS,632960,Верх-Урюм
RU,37653,ZAB,674100,Верх-Усугли
RU,36365,ME,425418,Верх-Ушнур
RU,760,KEM,652270,Верх-Чебула
RU,36587,PER,619544,Верх-Юсьва
RU,43621,BRY,243165,Верхличи
RU,41573,BEL,309531,Верхне-Атаманское
RU,14815,LEN,,Верхне-Черкасово
RU,41575,BEL,309531,Верхне-Чуфичево
RU,46000,KDA,,Верхнеармянская Хобза
RU,46001,KDA,,Верхнеармянское Лоо
RU,2629,KDA,353970,Верхнебаканский
RU,29846,BEL,309286,Верхнеберезово
RU,16588,KDA,352617,Верхневеденеевский
RU,46002,KDA,354383,Верхневеселое
RU,13965,SA,"678230,678249",Верхневилюйск
RU,39687,ROS,346216,Верхнегреково
RU,44358,ROS,346490,Верхнегрушевский
RU,3003,SMO,"215750,215753",Верхнеднепровский
RU,47043,LIP,399663,Верхнедрезгалово
RU,33995,KGN,641471,Верхнее
RU,46003,KDA,,Верхнее Буу
RU,16205,MOW,142780,Верхнее Валуево
RU,14415,KDA,353456,Верхнее Джемете
RU,13008,SVE,624053,Верхнее Дуброво
RU,36342,DA,368997,Верхнее Инхело
RU,34313,DA,368206,Верхнее Казанище
RU,37156,LIP,399220,Верхнее Казачье
RU,29847,BEL,309576,Верхнее Кузькино
RU,46004,KDA,354203,Верхнее Макопсе
RU,24260,MOS,140123,Верхнее Мячково
RU,45283,TAM,393246,Верхнее Нащекино
RU,37859,SVE,,Верхнее Никитино
RU,36138,SAM,445138,Верхнее Санчелеево
RU,46005,KDA,354321,Верхнее Учдере
RU,43457,ARK,165452,Верхнее Шилово
RU,37496,VLG,162360,Верхнее Якутино
RU,40021,TA,423765,Верхнее Яхшеево
RU,13177,VGG,,Верхнезареченский
RU,33594,AMU,676239,Верхнезейск
RU,36389,BA,453662,Верхнеидрисово
RU,23047,KHM,628172,Верхнеказымский
RU,14954,AST,416320,Верхнекалиновский
RU,33203,ORE,462876,Верхнекардаиловка
RU,35942,VGG,403923,Верхнекардаильский
RU,43176,KGN,641712,Верхнеключевское
RU,37855,ROS,347085,Верхнекольцов
RU,14937,AST,416136,Верхнелебяжье
RU,46330,SVE,623272,Верхнемакарово
RU,38321,ROS,346211,Верхнемакеевка
RU,23964,IRK,666778,Верхнемарково
RU,16715,AD,385334,Верхненазаровское
RU,46006,KDA,354384,Верхнениколаевское
RU,44065,ORE,461876,Верхненовокутлумбетьево
RU,44939,VOR,397462,Верхнеозерский
RU,35521,VLG,161574,Верхнепаунинская
RU,23910,KYA,663148,Верхнепашино
RU,35886,VGG,404167,Верхнепогромное
RU,24442,STA,356236,Верхнерусское
RU,46007,KDA,,Верхнерусское Лоо
RU,37270,CRI,299802,Верхнесадовое
RU,16579,VGG,,Верхнесвечниково
RU,45615,ROS,346208,Верхнесвечниково
RU,35977,VGG,404422,Верхнесолоновский
RU,24557,TAM,393287,Верхнеспасское
RU,43294,KGN,641247,Верхнесуерское
RU,34669,BA,453678,Верхнетавлыкаево
RU,24546,ROS,,Верхнетемерницкий
RU,37635,VOR,397575,Верхнетолучеево
RU,35709,MUR,184374,Верхнетуломский
RU,13985,CHE,"457670,457671,457672,457688",Верхнеуральск
RU,29848,BEL,,Верхнеяблоново
RU,40268,VGG,404379,Верхнеяблочный
RU,46008,KDA,,Верхнеякорная Щель
RU,654,BA,452260,Верхнеяркеево
RU,36419,TYU,626121,Верхние Аремзяны
RU,42872,CU,429079,Верхние Ачаки
RU,41025,IN,386338,Верхние Ачалуки
RU,24386,SAM,445147,Верхние Белозерки
RU,35693,BA,452221,Верхние Карьявды
RU,643,BA,452500,Верхние Киги
RU,35936,TA,"422412,422419",Верхние Лащи
RU,29849,BEL,309673,Верхние Лубянки
RU,13232,PER,,Верхние Муллы
RU,39287,CRI,,Верхние Орешники
RU,35096,LEN,,Верхние Осельки
RU,43162,KGN,,Верхние Пески
RU,31369,PNZ,442255,Верхние поляны
RU,36123,SVE,623071,Верхние Серги
RU,13303,SVE,623070,Верхние Серьги
RU,15969,SVE,,Верхние Таволги
RU,667,BA,452830,Верхние Татышлы
RU,31296,ULY,433644,Верхние Тимерсяны
RU,45575,BA,453163,Верхние Услы
RU,46444,ROS,347738,Верхние Хороли
RU,36214,TA,423558,Верхние Челны
RU,44304,KDA,353169,Верхний
RU,24359,BA,453524,Верхний Авзян
RU,35803,KDA,,Верхний Адагум
RU,46701,SVE,,Верхний Арий
RU,35232,VGG,404078,Верхний Балыклей
RU,37916,SVE,,Верхний Бардым
RU,2402,AST,416530,Верхний Баскунчак
RU,37091,UD,427705,Верхний Бемыж
RU,13354,TYU,,Верхний Бор
RU,37896,SVE,,Верхний Бугалыш
RU,14939,AST,416164,Верхний Бузан
RU,31481,IRK,665431,Верхний Булай
RU,37702,DA,368209,Верхний Дженгутай
RU,36533,VOR,397738,Верхний Икорец
RU,34872,VOR,397220,Верхний Карачан
RU,13466,OMS,644521,Верхний Карбуш
RU,37292,SAM,446969,Верхний Ключ
RU,35266,KYA,662862,Верхний Кужебар
RU,33869,IVA,155210,Верхний Ландех
RU,2013,SE,362902,Верхний Ларс
RU,34107,PNZ,442130,Верхний Ломов
RU,42222,KRS,307120,Верхний Любаж
RU,1356,VOR,"396460,396461,396462",Верхний Мамон
RU,14914,ULY,433530,Верхний мелекесс
RU,42827,ROS,346082,Верхний Митякин
RU,29850,BEL,309961,Верхний Моисей
RU,29851,BEL,309053,Верхний Ольшанец
RU,33281,ROS,347859,Верхний Пиховкин
RU,46702,SVE,623248,Верхний Потам
RU,39085,TA,422244,Верхний Субаш
RU,607,SVE,"624160,624162",Верхний Тагил
RU,46597,SVE,623634,Верхний Талман
RU,45363,MO,"431475,431476",Верхний Урледим
RU,1509,TA,422570,Верхний Услон
RU,1104,CHE,"456800,456801,456802,456803,456804,456805,456810,456811,456813,456818,456819",Верхний Уфалей
RU,35552,SE,,Верхний Фиагдон
RU,46009,KDA,,Верхний Юрт
RU,43157,KGN,,Верхний Яр
RU,40267,CE,366812,Верхний-Наур
RU,23894,ROS,346173,Верхняковский
RU,46976,SA,678957,Верхняя Амга
RU,46658,SVE,,Верхняя Баранча
RU,45174,NIZ,607042,Верхняя Верея
RU,37899,VGG,403833,Верхняя Грязнуха
RU,29852,BEL,309010,Верхняя Гусынка
RU,47071,PER,618145,Верхняя Давыдовка
RU,35168,PNZ,442328,Верхняя Елюзань
RU,36657,BU,671713,Верхняя Заимка
RU,42871,UD,427745,Верхняя Игра
RU,45777,SVE,,Верхняя Иленка
RU,46684,SVE,623307,Верхняя Ирга
RU,36361,TA,423108,Верхняя Каменка
RU,45516,VOR,396143,Верхняя Катуховка
RU,43726,STA,356265,Верхняя Кугульта
RU,16468,CRI,298553,Верхняя Кутузовка
RU,42963,LIP,399455,Верхняя Матренка
RU,29853,BEL,309041,Верхняя Ольшанка
RU,34952,NEN,166733,Верхняя Пеша
RU,13413,SAM,443532,Верхняя Подстепновка
RU,35899,SAR,413763,Верхняя Покровка
RU,29854,BEL,309930,Верхняя Покровка
RU,43845,SVE,,Верхняя Полдневая
RU,42251,KGN,641801,Верхняя Полевая
RU,36715,AMU,676985,Верхняя Полтавка
RU,609,SVE,"624086,624088,624090,624091,624092,624093,624096,624097",Верхняя Пышма
RU,605,SVE,"624760,624761,624762,624763,624764,624766",Верхняя Салда
RU,29855,BEL,309772,Верхняя Серебрянка
RU,13101,SVE,"624690,624691",Верхняя Синячиха
RU,17286,MOS,,Верхняя Слобода
RU,35804,KDA,,Верхняя Ставрополька
RU,34266,PER,619660,Верхняя Старица
RU,15970,SVE,,Верхняя Сысерть
RU,38224,KGN,641724,Верхняя Теча
RU,37664,VOR,397476,Верхняя Тишанка
RU,1953,ARK,"165500,165508",Верхняя Тойма
RU,45942,TVE,171622,Верхняя Троица
RU,1648,SVE,624320,Верхняя Тура
RU,30965,KYA,663664,Верхняя Уря
RU,1357,VOR,396110,Верхняя Хава
RU,46010,KDA,,Верхняя Хобза
RU,37705,SAR,412940,Верхняя Чернавка
RU,42735,KHA,681067,Верхняя Эконь
RU,2026,VLG,162300,Верховажье
RU,34653,SVE,,Верховино
RU,33306,KIR,613640,Верховино
RU,17202,MOS,,Верховлянь
RU,39177,KEM,,Верховская
RU,46011,KDA,354064,Верховское
RU,16284,MOW,,Верховье
RU,14435,ORL,303720,Верховье
RU,14688,SMO,,Верховье
RU,32171,KR,,Верховье
RU,45138,KGN,641831,Верхозино
RU,29856,BEL,309135,Верхопенье
RU,36516,CRI,298460,Верхоречье
RU,29857,BEL,309936,Верхососна
RU,34056,KEM,650504,Верхотомское
RU,1650,SVE,"624380,624381,624382,624383,624399",Верхотурье
RU,34524,TUL,301595,Верхоупье
RU,2578,KIR,613310,Верхошижемье
RU,15666,NIZ,606553,Вершилово
RU,29858,BEL,,Вершина
RU,1149,KK,655731,Вершина Теи
RU,33123,ROS,346654,Вершинный
RU,14584,ZAB,674125,Вершино-Дарасунский
RU,42491,KYA,663542,Вершино-Рыбное
RU,1972,NVS,,Веселая
RU,42453,KDA,352063,Веселая
RU,16859,AST,,Веселая Грива
RU,338,BEL,308580,Веселая Лопань
RU,37354,MOS,143333,Веселево
RU,32742,KDA,353544,Веселовка
RU,38055,CRI,296515,Веселовка
RU,22900,SVE,624943,Веселовка
RU,2630,KDA,"354375,354376,354385",Веселое
RU,35223,SE,363706,Веселое
RU,43932,STA,357021,Веселое
RU,15791,CRI,298031,Веселое
RU,29859,BEL,309923,Веселое
RU,39491,CRI,,Веселое
RU,49,ALT,658248,Веселоярск
RU,43702,IRK,665544,Веселый
RU,2895,ROS,"347780,347781",Веселый
RU,29860,BEL,309731,Веселый
RU,29861,BEL,309237,Веселый
RU,29862,BEL,,Веселый
RU,43635,ROS,346814,Веселый
RU,29863,BEL,,Веселый
RU,29864,BEL,309005,Веселый
RU,37239,ROS,346587,Веселый
RU,45369,KDA,,Веселый
RU,16731,AD,385791,Веселый
RU,29865,BEL,309061,Веселый
RU,37824,KDA,353266,Веселый
RU,35805,KDA,353357,Веселый
RU,35806,KDA,353333,Веселый
RU,35807,KDA,353338,Веселый
RU,42293,ORE,461560,Веселый Первый
RU,46902,PRI,692452,Веселый Яр
RU,36207,KK,655140,Весеннее
RU,1171,ORE,460555,Весенний
RU,42380,TVE,171216,Вески
RU,37142,IVA,,Веснево
RU,36303,KGD,238606,Весново
RU,31549,KDA,353429,Вестник
RU,43598,VLA,601262,Весь
RU,14369,TVE,"171720,171721",Весьегонск
RU,45778,SVE,,Ветерок
RU,1889,NIZ,"606860,606879",Ветлуга
RU,2613,KOS,157510,Ветлужский
RU,13627,NIZ,"606700,606701,606702",Ветлужский
RU,43123,AST,416220,Ветлянка
RU,34011,KIR,613515,Ветошкино
RU,31842,BA,,Ветошниково
RU,29866,BEL,309668,Ветчининово
RU,43566,KLU,249505,Ветьмица
RU,42134,VGG,403520,Ветютнев
RU,2896,ROS,"346270,346289",Вешенская
RU,3113,ULY,"433100,433101",Вешкайма
RU,42200,KR,186877,Вешкелица
RU,302,MOS,,Вешки
RU,35104,LEN,188902,Вещево
RU,36231,NGR,175219,Взвад
RU,40828,BRY,242142,Вздружное
RU,22966,SAK,694090,Взморье
RU,38380,IRK,665660,Видим
RU,36288,KR,186007,Видлица
RU,1100,MOS,"142700,142701,142702,142703,142704,142705,142708,142711,994011",Видное
RU,35460,KHA,,Видное
RU,39216,CRI,,Видное
RU,39367,CRI,297020,Видное
RU,15347,MUR,184372,Видяево
RU,34955,NEN,166736,Вижас
RU,14967,MOW,,Визендорф коттеджный поселок
RU,13773,ME,425295,Визимьяры пгт
RU,2605,KO,"168100,168129",Визинга
RU,35335,ORL,303812,Викторовка
RU,39446,CRI,,Викторовка
RU,29867,BEL,,Викторополь
RU,14683,TYU,"627570,627571",Викулово
RU,14279,KR,185507,Вилга
RU,42814,ARK,165690,Вилегодск
RU,31988,RYA,391723,Виленка
RU,15505,CRI,298433,Вилино
RU,22871,VLA,601257,Вилки
RU,35020,KGN,641203,Вилкино
RU,2679,LEN,188508,Виллози
RU,33939,SAM,446621,Виловатое
RU,19,SA,"678200,678202,678219,678229",Вилюйск
RU,407,KAM,"684090,684091,684092,684093",Вилючинск
RU,13628,NIZ,"607040,607041",Виля
RU,46162,PNZ,442642,Виляйки
RU,32886,KDA,352311,Вимовец
RU,3080,TYU,625530,Винзили
RU,38858,CRI,297549,Винницкое
RU,16863,AST,416174,Винный
RU,14403,KDA,353470,Виноградное
RU,44306,SE,363713,Виноградное
RU,15071,CE,366014,Виноградное
RU,39407,CRI,,Виноградное
RU,38043,CRI,298231,Виноградное
RU,38294,CRI,,Виноградный
RU,2631,KDA,353422,Виноградный
RU,36071,STA,"356830,356834",Виноградный
RU,15162,ROS,347356,Виноградный
RU,39423,CRI,298531,Виноградный
RU,35808,KDA,353345,Виноградный
RU,24540,KDA,353542,Виноградный
RU,37481,KHA,682948,Виноградовка
RU,29868,BEL,,Виноградовка
RU,38056,CRI,296530,Виноградово
RU,14680,MOS,140230,Виноградово
RU,13214,ORE,,Виноградовский
RU,36420,TYU,626142,Винокурова
RU,3009,STA,"357361,357631",Винсады
RU,37479,PNZ,442147,Вирга
RU,36505,LEN,,Вирки
RU,46111,TAM,393855,Вирятино
RU,15971,SVE,,Висим
RU,15972,SVE,622980,Висимо-Уткинск
RU,43572,BEL,309154,Вислая Дубрава
RU,42069,BEL,,Висленка
RU,29869,BEL,,Вислое
RU,46831,ROS,346636,Вислый
RU,35091,LEN,188477,Вистино
RU,31975,NVS,630529,Витаминка
RU,23043,MOS,,Витенево
RU,13984,SA,"678150,678152",Витим
RU,39708,IRK,666830,Витимский
RU,15748,CRI,296581,Витино
RU,34976,NGR,,Витка
RU,44936,BRY,243445,Витовка
RU,2059,KDA,,Витязево
RU,35626,DA,368398,Вихли
RU,33030,SVE,623615,Вихляева
RU,45524,VGG,403857,Вихлянцево
RU,1869,IRK,"665737,665770,665771,665772",Вихоревка
RU,17203,MOS,,Вихорна
RU,35555,KIR,613411,Вичевщина
RU,465,IVA,"155300,155330,155331,155332,155333,155334,155335,155339",Вичуга
RU,43783,UD,427718,Вичурка
RU,38801,CRI,297613,Вишенное
RU,23950,KEM,652667,Вишневка
RU,46012,KDA,"354220,354203",Вишневка
RU,38351,CRI,296030,Вишневка
RU,39712,ROS,346223,Вишневка
RU,44770,KGD,238614,Вишневка
RU,43571,KRS,307917,Вишнево
RU,3135,CHE,"456825,456826",Вишневогорск
RU,45580,PNZ,442910,Вишневое
RU,44953,TAM,393805,Вишневое
RU,16523,CRI,,Вишневое
RU,39289,CRI,297633,Вишневое
RU,44300,BRY,243050,Вишневый
RU,39369,CRI,,Вишняковка
RU,15106,MOS,,Вишняково
RU,24261,MOS,"140053,140186,140101,140145,140104,140185,140170,140130,140126,140074,140167,140162,140090",Вишняково
RU,1672,MOS,142461,Вишняковские Дачи
RU,288,PRI,"690000,690001,690002,690003,690005,690007,690011,690012,690013,690014,690016,690017,690018,690019,690021,690022,690024,690033,690034,690035,690037,690039,690041,690042,690048,690049,690054,690059,690062,690063,690065,690066,690068,690069,690074,690077,690078,690080,690087,690088,690089,690090,690091,690092,690105,690106,690108,690109,690110,690111,690700,690880,690891,690899,690901,690908,690911,690920,690922,690950,690953,690955,690956,690960,690961,690962,690964,690965,690966,690967,690968,690971,690980,690981,690982,690983,690985,690990,690991,690992,901050,901093,901095,901097,901099,901101,901103,901105",Владивосток
RU,1082,SE,"362000,362001,362002,362003,362005,362006,362007,362008,362009,362011,362012,362013,362015,362017,362019,362020,362021,362023,362024,362025,362026,362027,362028,362031,362035,362038,362039,362040,362042,362043,362044,362045,362046,362047,362048,362049,362700,362899,362901,362903,362906,362971,362972,362980,362981,362982,362983,362986",Владикавказ
RU,94,VLA,"600000,600001,600003,600005,600006,600007,600009,600014,600015,600016,600017,600018,600020,600021,600022,600023,600024,600025,600026,600027,600028,600031,600032,600033,600035,600036,600037,600038,600700,600950,600960,600970,600980,600999,601257,601269,601286,601289,992800",Владимир
RU,2380,PRI,"692960,692962",Владимиро-Александровское
RU,16873,AST,416211,Владимировка
RU,2051,KDA,353998,Владимировка
RU,39291,CRI,,Владимировка
RU,29871,BEL,309668,Владимировка
RU,29870,BEL,,Владимировка
RU,34320,STA,357970,Владимировка
RU,36263,VOR,397925,Владимировка
RU,35606,LEN,,Владимировка
RU,33023,LEN,188767,Владимировка
RU,41576,BEL,309533,Владимировка
RU,46975,IRK,665223,Владимировка
RU,47027,STA,356543,Владимировка
RU,45507,KGD,238433,Владимирово
RU,17204,MOS,,Владимирово
RU,39371,CRI,,Владимирово
RU,38123,ROS,346376,Владимировская
RU,16675,AD,,Владимировское
RU,14711,KDA,"352540,352542",Владимирская
RU,24551,PSK,,Владимирский Лагерь
RU,46895,SMO,215675,Владимирский Тупик
RU,38084,NIZ,606755,Владимирское
RU,33799,CRI,297320,Владиславовка
RU,38785,CRI,297131,Владиславовка
RU,13531,MOS,,Владыкино
RU,46084,KOS,156901,Владычное
RU,37665,BRY,243505,Влазовичи
RU,13276,ALT,656902,Власиха
RU,14991,MOS,143010,Власиха
RU,29872,BEL,309805,Власов
RU,46420,LIP,399022,Власово
RU,16206,MOW,,Власово
RU,44539,KOS,,Власово
RU,24262,MOS,,Власово
RU,31807,SAM,,Власть Труда
RU,44446,KOS,,Власьево
RU,42616,MOS,,Власьево
RU,34254,VLG,161573,Власьевская
RU,15284,VGG,,ВЛГ
RU,33492,VOR,396030,ВНИИСС
RU,15821,MOS,,ВНИИССОК
RU,46625,SVE,,Вновь-Юрмытское
RU,28,MOW,"102301,119027",Внуково
RU,45021,KDA,,Внуковский
RU,42932,MOW,142750,Внуковское
RU,35143,UD,427321,Водзимонье
RU,33954,KR,186179,Водла
RU,35280,VGG,,Водный
RU,2595,KO,169336,Водный
RU,46554,KDA,353820,Водный
RU,16716,AD,,Водный
RU,34335,NIZ,607252,Водоватово
RU,37822,KDA,,Водокачка
RU,43147,KGN,641705,Водолазово
RU,14751,ROS,346715,Водопадный
RU,23820,CHE,457008,Водопойка
RU,38200,CRI,296421,Водопойное
RU,34374,STA,357074,Водораздел
RU,13179,VGG,,Водстрой
RU,16858,AST,416455,Водяновка
RU,29873,BEL,309576,Водяное
RU,29874,BEL,,Водяной
RU,36440,ALT,659444,Воеводское
RU,39083,MO,431590,Воеводское
RU,31955,LEN,,Воейково
RU,36162,RYA,391785,Воейково
RU,34840,KIR,613413,Вожгалы
RU,2027,VLG,162160,Вожега
RU,16101,PRI,"692555,692557",Воздвиженка
RU,46907,BA,452134,Воздвиженка
RU,44913,ORE,461715,Воздвиженка
RU,34365,ORE,462139,Воздвиженка
RU,37208,STA,356712,Воздвиженское
RU,3186,MOS,141651,Воздвиженское
RU,16138,MOS,,Воздвиженское
RU,36454,AMU,"676810,676811",Возжаевка
RU,34718,BA,452470,Вознесенка
RU,34003,KYA,662523,Вознесенка
RU,46097,BA,452702,Вознесенка
RU,35563,NVS,632244,Вознесенка
RU,36662,BA,452541,Вознесенка
RU,35608,CHE,,Вознесенка
RU,46591,KEM,652112,Вознесенка
RU,22997,KL,359188,Вознесеновка
RU,29875,BEL,309130,Вознесеновка
RU,17006,BEL,309259,Вознесеновка
RU,29876,BEL,309062,Вознесеновка
RU,31676,STA,356710,Вознесеновское
RU,33334,KDA,352520,Вознесенская
RU,44762,VOR,397461,Вознесенский
RU,36611,IRK,665139,Вознесенский
RU,44021,ROS,347204,Вознесенский
RU,44938,ARK,165521,Вознесенское
RU,41913,KGD,238025,Вознесенское
RU,1890,NIZ,607340,Вознесенское
RU,31951,PER,617101,Вознесенское
RU,43137,KHA,,Вознесенское
RU,36370,CU,429413,Вознесенское
RU,44946,IVA,155714,Вознесенье
RU,36307,KLU,249103,Вознесенье
RU,31952,LEN,187750,Вознесенье
RU,2056,KDA,"142812,353497",Возрождение
RU,17205,MOS,,Возрождение
RU,24235,PNZ,,Возрождение
RU,32215,SAR,"412750,412751",Возрождение
RU,15364,LEN,188930,Возрождение
RU,17206,MOS,,Возцы
RU,33941,CRI,296033,Воинка
RU,45597,KO,169534,Войвож
RU,31055,ROS,346090,Войково
RU,16532,CRI,298221,Войково
RU,38214,CRI,296343,Войково
RU,31637,KLU,249413,Войлово
RU,38027,ROS,347676,Войнов
RU,36810,SMO,215523,Войновщина
RU,2680,LEN,188360,Войсковицы
RU,15838,LEN,187033,Войскорово
RU,33256,KR,186942,Вокнаволок
RU,34494,YAR,152750,Волга
RU,36149,NGR,174420,Волгино
RU,33321,AST,416309,Волго-Каспийский
RU,426,VGG,"400000,400001,400002,400005,400006,400007,400008,400009,400010,400011,400012,400015,400016,400017,400019,400020,400021,400022,400023,400026,400029,400031,400032,400033,400034,400038,400039,400040,400042,400046,400048,400049,400050,400051,400052,400053,400054,400055,400057,400058,400059,400062,400063,400064,400065,400066,400067,400071,400072,400073,400074,400075,400078,400079,400080,400081,400082,400084,400086,400087,400088,400089,400093,400094,400096,400097,400098,400101,400105,400107,400108,400110,400111,400112,400117,400119,400120,400121,400123,400124,400125,400127,400131,400136,400137,400138,400700,400880,400890,400899,400921,400922,400923,400924,400925,400926,400927,400928,400929,400930,400931,400932,400933,400934,400935,400936,400937,400938,400939,400940,400941,400942,400960,400961,400962,400963,400964,400965,400970,400971,400972,400973,400974,400975,400976,400977,400978,400979,400990,400991,400992,400993,901080,991402,991404",Волгоград
RU,1075,ROS,"347360,347366,347368,347369,347370,347371,347374,347375,347380,347381,347382,347383,347386,347387,347388,347389,347395,347399",Волгодонск
RU,33958,ROS,347336,Волгодонская АЭС
RU,46898,VGG,404541,Волгодонской
RU,941,KOS,,Волгореченск
RU,42821,BRY,243431,Волжино
RU,2746,ME,"425000,425001,425003,425005,425008,425009,425011,425049",Волжск
RU,427,VGG,"404100,404101,404102,404103,404104,404105,404106,404109,404110,404111,404112,404113,404114,404116,404117,404118,404119,404120,404121,404122,404124,404125,404126,404127,404130,404131,404132,404133",Волжский
RU,15911,KOS,,Волжский
RU,43600,NIZ,607697,Волжский
RU,37031,ORE,461065,Волжский
RU,290,SAM,446394,Волжский
RU,37662,SAM,446740,Волжский Утес
RU,16876,AST,416205,Волжское
RU,37821,KDA,,Воликов
RU,35144,UD,427324,Волипельга
RU,29877,BEL,,Волков
RU,2632,KDA,"354234,354537",Волковка
RU,17207,MOS,143120,Волково
RU,45779,SVE,,Волково
RU,33648,ORL,303004,Волково
RU,31618,MOS,,Волково
RU,37526,YAR,152980,Волково
RU,29878,BEL,309597,Волково
RU,44842,KLU,249109,Волковское
RU,43847,SVE,623511,Волковское
RU,46013,KDA,354233,Волконка
RU,45097,KLU,,Волконское
RU,14904,KDA,353535,Волна
RU,37133,KDA,353553,Волна Революции
RU,29879,BEL,,Волобуевка
RU,44608,KRS,305530,Волобуево
RU,24542,LIP,399580,Волово
RU,2093,TUL,301570,Волово
RU,32033,LIP,399589,Воловчик
RU,246,VLG,"160000,160001,160002,160004,160005,160006,160007,160009,160010,160011,160012,160013,160014,160015,160017,160019,160021,160022,160023,160024,160025,160026,160027,160028,160029,160031,160032,160033,160034,160035,160501,160530,160700,160890,160896,160899,160960,160961,160965,160971,160990,160999,162051,992900",Вологда
RU,32030,VLG,160020,Вологда 20
RU,541,NIZ,"606070,606072",Володарск
RU,2403,AST,"416170,416199",Володарский
RU,15620,MOS,142713,Володарского
RU,35074,LEN,188288,Володарское
RU,42901,TOM,636310,Володино
RU,24263,MOS,,Володино
RU,44546,KOS,,Володино
RU,36145,NGR,174421,Волок
RU,23957,TVE,172880,Волок
RU,39161,VLG,162944,Волоков Мост
RU,34953,NEN,166734,Волоковая
RU,484,MOS,"143600,143602,143603,143604,143608",Волоколамск
RU,2475,BEL,"309650,309651,309652",Волоконовка
RU,17007,BEL,309596,Волоконовка
RU,46468,KRS,307855,Волоконск
RU,36519,KR,186951,Волома
RU,47114,TVE,171429,Волосково
RU,2681,LEN,"187844,188410,188449,188538",Волосово
RU,43872,MOS,,Волосово
RU,34767,BA,453335,Волостновка
RU,2813,NGR,,Волот
RU,35141,LIP,399627,Волотово
RU,34961,NGR,,Волотово
RU,29880,BEL,309586,Волотово
RU,29881,BEL,309086,Волохов
RU,37644,YEV,679161,Волочаевка-1
RU,36710,YEV,679162,Волочаевка-2
RU,36304,KGD,238715,Волочаево
RU,31367,KYA,647506,Волочанка
RU,38175,ARK,164550,Волочек
RU,39419,CRI,,Волошино
RU,31682,ROS,346116,Волошино
RU,24516,ARK,164051,Волошка
RU,974,LEN,"187400,187401,187402,187403,187404,187406,187409",Волхов
RU,43470,TAM,393978,Волхонщина
RU,1653,SVE,"624940,624941",Волчанск
RU,37791,MOS,143338,Волченки
RU,32769,ROS,347834,Волченский
RU,29882,BEL,309727,Волчий
RU,36104,PNZ,442913,Волчий Враг
RU,29883,BEL,309675,Волчий-1
RU,29884,BEL,,Волчий-2
RU,804,ALT,"658930,658931,658932,658933",Волчиха
RU,44440,KOS,,Волчково
RU,44272,LIP,399154,Волчье
RU,16034,BEL,309672,Волчья Александровка
RU,36723,ULY,433788,Волынщина
RU,46672,SVE,,Волыны
RU,15230,VLA,601125,Вольгинский
RU,36548,NGR,175010,Вольная Горка
RU,16676,AD,,Вольно-Веселый
