Country,OblName,City,lang_code,pecom_id
RU,BEL,Грайворон,ru,63755
RU,KEM,Грамотеино,ru,64463
KZ,AKM,Гранитный,ru,64755
RU,UD,Грахово п.,ru,67393
RU,SAM,Грачевка,ru,64779
RU,STA,Грачевка,ru,68347
RU,VGG,Гремячая,ru,124525
RU,PER,Гремячинск,ru,67901
RU,VOR,Грибановский,ru,65339
RU,MOS,Грибки,ru,66901
RU,STA,Григорополисская,ru,109068
RU,TUL,Грицовский,ru,117799
RU,LIP,Грязи,ru,66167
RU,VLG,Грязовец,ru,66103
RU,PER,Губаха,ru,67903
RU,ORE,Губерля,ru,64753
RU,MOS,Губино,ru,66903
RU,BEL,Губкин,ru,63911
RU,YAN,Губкинский,ru,68921
RU,KDA,Губская,ru,63521
RU,ROS,Гуково,ru,68045
RU,KDA,Гулькевичи,ru,66653
RU,ROS,Гуляй-Борисовка,ru,65559
RU,KGD,Гурьевск,ru,66461
RU,KEM,Гурьевск,ru,66523
RU,BEL,Гусев,ru,66463
RU,BU,Гусиноозерск,ru,63953
RU,VLA,Гусь-Хрустальный,ru,69149
RU,BA,Давлеканово,ru,68665
RU,VOR,Давыдовка,ru,65343
RU,MOW,Давыдово,ru,63557
RU,MOS,Давыдовское,ru,63585
RU,KDA,Дагомыс,ru,68299
RU,KGN,Далматово,ru,66803
RU,PRI,Дальнереченск,ru,113559
RU,YAR,Данилов,ru,68831
RU,SAR,Даниловка,ru,65177
RU,LIP,Данков,ru,63899
RU,ZAB,Дарасун,ru,106981
RU,KIR,Даровской,ru,66575
RU,ZAB,Даурия,ru,114927
RU,MOS,Дворики,ru,63637
RU,KDA,Двубратский,ru,66655
RU,SVE,Двуреченск,ru,66247
RU,UD,Дебесы,ru,66305
RU,LIP,Девица,ru,122604
RU,SVE,Дегтярск,ru,64649
RU,MOS,Деденево,ru,66905
RU,KDA,Дедеркой,ru,68301
RU,MOS,Дединово,ru,66907
RU,PSK,Дедовичи,ru,65433
RU,MOS,Дедовск,ru,66909
RU,SMO,Демидов,ru,94970
RU,YAR,Демино,ru,65107
RU,MOS,Демихово,ru,119890
RU,NGR,Демянск,ru,66011
RU,MOS,Денежниково,ru,66911
RU,SAR,Дергачи,ru,68225
RU,KR,Деревянка,ru,67941
RU,KR,Деревянное,ru,63407
RU,SMO,Десногорск,ru,94972
RU,MOS,Детково пос. ст.,ru,104650
RU,KLU,Детчино,ru,118004
RU,KDA,Дефановка,ru,63503
RU,TA,Джалиль,ru,67395
RU,ORE,Джанаталап,ru,67783
RU,CRI,Джанкой,ru,~147583
RU,KDA,Джубга,ru,67617
RU,KDA,Дзеберкой,ru,114840
RU,NIZ,Дзержинск,ru,-113000
RU,MOS,Дзержинский,ru,66913
RU,DA,Дзержинское,ru,66749
RU,KYA,Дивногорск,ru,66751
RU,CRI,Дивное,ru,68349
RU,KDA,Дивноморское,ru,65585
RU,SE,Дигора,ru,65229
RU,ULY,Димитровград,ru,63289
RU,KDA,Динская,ru,66657
RU,KRS,Дмитриев,ru,63675
RU,KEM,Дмитриевка,ru,63493
RU,TAM,Дмитриевка,ru,122858
RU,BA,Дмитриевка,ru,68667
RU,MOS,Дмитров,ru,66915
RU,ORL,Дмитровск,ru,63347
RU,PSK,Дно,ru,65435
RU,VGG,Добринка,ru,65569
RU,BEL,Добрино,ru,146028
RU,CRI,Доброе,ru,63919
RU,STA,Доброжеланный,ru,65955
RU,PER,Добрянка,ru,67905
RU,NVS,Довольное,ru,112402
RU,CHE,Долгодеревенское,ru,64613
RU,BEL,Долгое,ru,63349
RU,MOS,Долгое Ледово,ru,66917
RU,MOS,Долгопрудный,ru,66919
RU,KGD,Долгоруково,ru,66465
RU,LIP,Долгоруково,ru,63921
RU,SAK,Долинск,ru,144661
KZ,SEV,Долматово,ru,65777
RU,SAM,Домашка,ru,64229
RU,ORE,Домбаровский,ru,67785
RU,MOS,Домодедово,ru,66921
RU,MOS,Домодедово аэропорт,ru,64345
RU,AD,Дондуковская,ru,65307
RU,ROS,Донецк,ru,68047
RU,KGD,Донское,ru,66467
RU,STA,Донское,ru,68351
RU,ROS,Донской,ru,117292
RU,BA,Дорогино,ru,63485
RU,SMO,Дорогобуж,ru,94974
RU,KIR,Дороничи,ru,64875
RU,KYA,Дорохово,ru,65387
RU,KEM,Драченино село,ru,63543
RU,MOS,Дрезна,ru,66923
RU,MUR,Дровяной,ru,63805
RU,MOS,Дроздово,ru,66925
KZ,SEV,Дружба,ru,119894
RU,LEN,Дружная Горка,ru,116907
RU,MO,Дубенки,ru,118359
RU,CRI,Дубки,ru,64961
RU,TVE,Дубна,ru,66927
RU,TUL,Дубна,ru,117785
RU,MOS,Дубовая роща,ru,119896
RU,TUL,Дубовка,ru,66061
RU,BEL,Дубовое,ru,69125
RU,ROS,Дубовское,ru,65281
RU,SAM,Дубовый умет,ru,68099
RU,MOS,Дубровицы,ru,68963
RU,BRY,Дубровка,ru,101407
RU,LEN,Дубровка,ru,64133
RU,PNZ,Дубровки,ru,63881
RU,ZAB,Дульдурга,ru,173897
RU,KLU,Думиничи,ru,112358
RU,KEM,Дунай-Ключ,ru,122142
RU,MOS,Дурыкино,ru,66929
RU,SAR,Духовницкое,ru,68101
RU,SMO,Духовщина,ru,111388
RU,BA,Дюртюли,ru,67455
RU,CRI,Дятловка,ru,94976
RU,BRY,Дятьково,ru,63385
RU,PNZ,Евлашево,ru,128174
RU,CRI,Евпатория,ru,~147577
RU,SVE,Евстюниха,ru,64665
RU,MOS,Еганово,ru,66931
RU,ROS,Егорлыкская,ru,65247
RU,MOS,Егорьевск,ru,66933
RU,KDA,Ейск,ru,68049
RU,SVE,Екатеринбург,ru,-473
KZ,SEV,Екатериновка,ru,68227
RU,OMS,Екатеринославка,ru,112797
RU,TA,Елабуга,ru,67397
RU,TA,Елабуга СЭЗ Алабуга,ru,64409
RU,IRK,Еланцы,ru,64421
RU,KEM,Елань,ru,64477
RU,VGG,Елань,ru,65181
RU,VOR,Елань-Колено,ru,65573
RU,RYA,Елатьма,ru,117688
RU,BEL,Елец,ru,63239
RU,MOS,Елизаветино,ru,64209
RU,ROS,Елизаветинская,ru,65293
RU,MOS,Елино,ru,66935
RU,PER,Елово,ru,67457
RU,ULY,Елховка,ru,64929
RU,KEM,Елыкаево,ru,66525
RU,MO,Ельники,ru,114690
RU,MOS,Ельня,ru,94978
RU,ALT,Ельцовка,ru,64527
RU,CHE,Еманжелинск,ru,68755
RU,KO,Емва,ru,68379
RU,KYA,Емельяново,ru,66753
RU,ARK,Емецк,ru,63197
RU,ARK,Емца,ru,65779
RU,MUR,Ена,ru,67301
RU,KYA,Енисейск,ru,66755
RU,AST,Енотаевка,ru,65799
RU,MOS,Еремино,ru,66937
RU,SVE,Ерзовка,ru,65185
RU,LEN,Ермилово,ru,65669
RU,RYA,Ермишь,ru,105191
RU,KYA,Ермолаево,ru,64731
RU,KLU,Ермолино,ru,117298
RU,AMU,Ерофей Павлович,ru,111160
RU,ARK,Ерцево,ru,116094
RU,SMO,Ершичи,ru,117013
RU,SAR,Ершов,ru,68229
RU,IRK,Ершово,ru,106957
RU,CHE,Есаульский,ru,68757
KZ,ALM,Есик,ru,122132
RU,MOS,Есипово,ru,66941
RU,STA,Ессентуки,ru,67995
RU,CHE,Еткуль,ru,68759
RU,LEN,Ефимовский,ru,63665
RU,TUL,Ефремов,ru,63241
RU,MOS,Жаворонки,ru,65593
RU,TVE,Жарковский,ru,117140
RU,STA,Железноводск,ru,67997
RU,KYA,Железногорск,ru,66757
RU,KRS,Железногорск,ru,63747
RU,IRK,Железногорск-Илимский,ru,103546
RU,KGD,Железнодорожный,ru,66469
RU,BEL,Жердевка,ru,63459
RU,KO,Жешарт,ru,68381
RU,SAM,Жигулевск,ru,68435
RU,KLU,Жиздра,ru,63125
RU,MOS,Жилино,ru,69027
RU,MOS,Жилино-Горки,ru,66945
RU,ROS,Жирнов,ru,65291
RU,VGG,Жирновск,ru,68231
RU,BRY,Жирятино,ru,121266
RU,MOS,Житнево,ru,132515
RU,KLU,Жуков,ru,102636
RU,MOS,Жуковка,ru,63389
RU,MOS,Жуково,ru,65495
RU,BA,Жуково,ru,64691
RU,MOS,Жуковский,ru,66949
RU,KGN,Журавлево,ru,66527
RU,KEM,Журавли,ru,66529
RU,KDA,Журавская,ru,66659
RU,ZAB,Забайкальск,ru,114929
RU,RYA,Заборье,ru,66951
RU,VOR,Заброды,ru,122584
RU,AMU,Завитинск,ru,112799
RU,TYU,Заводоуковск,ru,68563
RU,IVA,Заволжск,ru,90228
RU,ALT,Завьялово,ru,65869
RU,UD,Завьялово,ru,66307
RU,NVS,Завьялово,ru,63843
RU,MOS,Загорново,ru,63609
RU,MOS,Загорянский,ru,65423
RU,LIP,Задонск,ru,65577
RU,BU,Заиграево,ru,63941
RU,TA,Заинск,ru,67399
RU,SVE,Зайково,ru,63517
RU,IRK,Залари,ru,64415
RU,ORL,Залегощь,ru,63733
RU,ALT,Залесово,ru,65871
RU,CRI,Залесье,ru,64379
RU,KB,Залукокоаже,ru,65211
RU,KEM,Заозерный,ru,66759
RU,MUR,Заозерск,ru,67303
RU,MOS,Заозерье,ru,65073
RU,TUL,Заокский,ru,117787
RU,TVE,Западная Двина,ru,112229
RU,YAN,Заполярный,ru,67305
RU,MOS,Запрудня,ru,66953
RU,MOS,Зарайск,ru,66955
RU,PNZ,Заречный,ru,67827
RU,VLG,Заречье,ru,69073
RU,ALT,Заринск,ru,65873
RU,PRI,Зарубино,ru,112323
RU,PNZ,Засечное,ru,67829
RU,BEL,Засосна,ru,122578
RU,KDA,Зассовская,ru,114252
RU,STA,Затеречный,ru,65201
RU,CHE,Зауральский,ru,64635
RU,BEL,Захарово,ru,117672
RU,KB,Заюково,ru,63641
RU,ME,Звенигово,ru,64871
RU,MOS,Звенигород,ru,66957
RU,ROS,Зверево,ru,68051
RU,KGN,Звериноголовское,ru,64605
RU,MOS,Зверосовхоз,ru,67307
RU,ALT,Зеленая Поляна,ru,94980
RU,AST,Зеленга,ru,65801
RU,MUR,Зеленоборский,ru,67309
RU,SAM,Зеленовка,ru,68437
RU,KYA,Зеленогорск,ru,64285
RU,LEN,Зеленогорск,ru,64141
RU,TVE,Зеленогорский,ru,64471
RU,MOS,Зеленоград,ru,66959
RU,KGD,Зеленоградск,ru,66471
RU,TA,Зеленодольск,ru,-129367
RU,CRI,Зеленое,ru,66473
RU,STA,Зеленокумск,ru,65957
RU,KC,Зеленчукская,ru,67421
RU,ME,Зеленый,ru,66961
RU,PNZ,Земетчино,ru,67831
RU,AST,Зензели,ru,65803
RU,ROS,Зерноград,ru,68053
RU,AMU,Зея,ru,172724
RU,BA,Зилаир,ru,64743
RU,IRK,Зима,ru,64425
RU,MOS,Зименки,ru,63633
RU,ROS,Зимовники,ru,65077
RU,BA,Зирган,ru,63847
RU,CHE,Златоуст,ru,63297
RU,BRY,Злынка,ru,101415
RU,ALT,Змеиногорск,ru,115888
RU,SE,Змейская,ru,65517
RU,ORL,Змиевка,ru,63735
RU,KGD,Знаменка,ru,63457
RU,AST,Знаменск,ru,66063
RU,KGD,Знаменск,ru,66475
RU,OMS,Знаменское,ru,67675
RU,ORL,Знаменское,ru,63737
RU,MOS,Знамя Октября,ru,119892
RU,ROS,Золотаревка,ru,67833
RU,ROS,Золотая Коса,ru,90217
RU,SAR,Золотая степь,ru,107887
RU,KRS,Золотухино,ru,63683
RU,SAK,Зональное,ru,65875
RU,ALT,Зональное,ru,68233
RU,SAR,Зоринский,ru,68235
RU,MO,Зубова Поляна,ru,67835
RU,KDA,Зубова Щель,ru,68303
RU,MOS,Зубово,ru,66963
RU,BA,Зубово,ru,65533
RU,TVE,Зубцов,ru,106353
RU,SAM,Зуевка,ru,66577
RU,TOM,Зырянское,ru,68481
RU,CU,Ибреси,ru,68707
RU,SVE,Ива,ru,64669
RU,LEN,Ивангород,ru,68163
RU,VGG,Иванов Бор,ru,65657
RU,AMU,Ивановка,ru,112801
RU,MOS,Иваново,ru,-92885
RU,KDA,Ивановская,ru,65297
RU,SAR,Ивантеевка,ru,64971
RU,MOS,Ивантеевка,ru,66965
RU,AST,Иванчуг,ru,64279
RU,MOS,Ивачково,ru,68977
RU,SVE,Ивдель,ru,67523
RU,BEL,Ивня,ru,63769
RU,BU,Иволгинск,ru,63951
RU,BRY,Ивот,ru,101417
RU,BA,Иглино,ru,68669
RU,MOS,Игнатово,ru,101917
RU,UD,Игра,ru,66309
RU,UD,Ижевск,ru,-480
RU,KEM,Ижморский,ru,66531
RU,LEN,Извара,ru,64199
RU,STA,Извещательный,ru,68353
RU,KHM,Излучинск,ru,69051
RU,MOS,Измалково,ru,63923
RU,KLU,Износки,ru,117807
RU,STA,Изобильный,ru,68355
RU,AST,Икряное,ru,65805
RU,MOS,Икша,ru,66967
RU,KYA,Иланский,ru,66761
RU,ORE,Илек,ru,67743
RU,ME,Илеть,ru,64519
RU,VGG,Иловатка,ru,107889
RU,VGG,Иловля,ru,66065
RU,KEM,Ильинка,ru,65807
RU,ALT,Ильинка,ru,64485
RU,NIZ,Ильиногорск,ru,65145
RU,MOS,Ильинский,ru,66969
RU,PER,Ильинский,ru,64795
RU,KR,Ильинский,ru,67943
RU,MOS,Ильинский Погост,ru,65389
RU,KIR,Ильинское,ru,63591
RU,IVA,Ильинское-Хованское,ru,117190
RU,KDA,Ильский,ru,66661
RU,MOS,Им. Воровского пос.,ru,66971
RU,KRS,Им. Карла Либкнехта,ru,122468
RU,LEN,им. Морозова,ru,64143
RU,LEN,им.Свердлова,ru,64123
RU,SAR,Индустриальный,ru,112306
RU,TAM,Инжавино,ru,65579
RU,ULY,Инза,ru,109525
RU,STA,Иноземцево,ru,67999
RU,MO,Инсар,ru,67839
RU,KEM,Инской,ru,64461
KZ,AKM,Интернациональный,ru,139249
RU,TUL,Иншинский,ru,112315
RU,STA,Ипатово,ru,68357
RU,KYA,Ирбейское,ru,66763
RU,SVE,Ирбит,ru,66251
RU,IRK,Иркутск,ru,-505
RU,SAM,Исаклы,ru,68103
RU,ARK,Исакогорка,ru,121254
RU,TYU,Исетское,ru,68565
RU,OMS,Исилькуль,ru,67677
RU,NVS,Искитим,ru,67641
RU,STA,Искра,ru,65959
RU,MOS,Искра,ru,64283
RU,KB,Исламей,ru,63643
RU,PNZ,Исса,ru,64989
RU,MOS,Истра,ru,66973
RU,BA,Исянгулово,ru,64741
RU,UD,Италмас,ru,88257
RU,TOM,Итатка,ru,68483
RU,CHE,Ишалино,ru,68761
RU,ULY,Ишеевка,ru,68619
RU,TYU,Ишим,ru,68567
RU,BA,Ишимбай,ru,68671
RU,YAR,Ишня,ru,117178
RU,ME,Йошкар-Ола,ru,-121030
RU,SAM,Кабановка,ru,65465
RU,BU,Кабанск,ru,63963
RU,KDA,Кабардинка,ru,67619
RU,KDA,Кавказская,ru,66663
RU,KC,Кавказский,ru,112400
RU,ROS,Кагальницкая,ru,68055
RU,VLG,Кадников,ru,66105
RU,SVE,Кадниково,ru,63629
RU,RYA,Кадом,ru,105193
RU,MO,Кадошкино,ru,67841
RU,VLG,Кадуй,ru,68817
RU,KOS,Кадый,ru,89583
RU,KO,Кажим,ru,68383
RU,KDA,Казазово,ru,66665
RU,KDA,Казанская,ru,63509
RU,VOR,Казанская,ru,122009
KZ,SEV,Казанское,ru,68569
RU,KYA,Казанцево,ru,64611
RU,TA,Казань,ru,-484
RU,KYA,Казачинское,ru,66765
RU,LIP,Казинка,ru,89763
RU,STA,Казинка,ru,64895
RU,CHE,Кайгородово,ru,94983
RU,VOR,Калач,ru,66169
RU,VGG,Калач-на-Дону,ru,66067
RU,KEM,Калачево,ru,172117
RU,OMS,Калачинск,ru,67679
RU,TVE,Калашниково,ru,117158
RU,ZAB,Калга,ru,173889
RU,KR,Калевала,ru,63863
RU,BEL,Калинин,ru,65235
RU,KGD,Калининград,ru,-510
RU,MOS,Калининец,ru,64039
RU,SAR,Калининск,ru,68237
RU,KDA,Калининская,ru,66667
KZ,SEV,Калиновка,ru,66975
RU,KGD,Калиново,ru,63601
RU,ALT,Калманка,ru,65877
RU,KEM,Калтан,ru,67567
RU,BA,Калтасы,ru,67459
RU,KLU,Калуга,ru,-134714
RU,TVE,Калязин,ru,104889
RU,UD,Камбарка,ru,64499
RU,IVA,Каменка,ru,117196
RU,PNZ,Каменка,ru,67843
Ru,VOR,Каменка,ru,65337
RU,LEN,Каменка,ru,116903
RU,TYU,Каменка,ru,105195
RU,LEN,Каменногорск,ru,65375
RU,AD,Каменномостский,ru,66669
RU,SVE,Каменск-Уральский,ru,-118477
RU,ROS,Каменск-Шахтинский,ru,68057
RU,ALT,Камень-на-Оби,ru,65879
RU,PRI,Камень-Рыболов,ru,112335
RU,VLA,Камешково,ru,102443
RU,TA,Камские Поляны,ru,64309
RU,UD,Камское,ru,94994
RU,TA,Камское Устье,ru,66421
RU,AST,Камызяк,ru,65809
RU,VGG,Камышин,ru,68239
RU,SAM,Камышла,ru,64949
RU,SVE,Камышлов,ru,66255
RU,PNZ,Канаевка,ru,67845
RU,CU,Канаш,ru,68709
RU,STA,Канглы,ru,88295
RU,MUR,Кандалакша,ru,67311
RU,BA,Кандры,ru,64717
RU,MUR,Каневка,ru,67313
RU,KDA,Каневская,ru,66671
RU,KYA,Канск,ru,66767
RU,VOR,Кантемировка,ru,65341
RU,LEN,Капитолово,ru,65361
RU,AST,Капустин Яр,ru,66069
RU,MOS,Капустино,ru,88259
KZ,ALM,Капчагай,ru,122134
RU,TOM,Капылова,ru,68485
RU,BEL,Карабаново,ru,117290
RU,TA,Карабаш,ru,128166
RU,CHE,Карабаш,ru,68763
RU,YAR,Карабиха,ru,68833
RU,MOS,Караваево,ru,92998
RU,PER,Карагай,ru,67907
RU,KEM,Карагайла,ru,146024
RU,CHE,Карагайский,ru,94996
KZ,KAR,Караганда,ru,~101093
RU,BA,Караидель,ru,64735
RU,UD,Каракулино,ru,66311
RU,AST,Караозек,ru,63845
RU,KC,Карачаевск,ru,67425
RU,BRY,Карачев,ru,63369
RU,VOR,Карачун,ru,65745
RU,ORE,Каргала,ru,64767
RU,KGN,Каргаполье,ru,66807
RU,TOM,Каргасок,ru,68487
RU,NVS,Каргат,ru,67643
RU,ARK,Каргополь,ru,63217
RU,SMO,Кардымово,ru,111390
RU,IRK,Карлук,ru,65501
RU,BA,Карманово,ru,67461
RU,BA,Кармаскалы,ru,64699
RU,SVE,Карпинск,ru,67525
RU,NVS,Карпысак,ru,67645
RU,ULY,Карсун,ru,68621
RU,CHE,Карталы,ru,67787
RU,ZAB,Карымское,ru,112424
RU,RYA,Касимов,ru,94998
RU,TYU,Каскара,ru,68571
KZ,ALM,Каскелен,ru,122136
RU,CHE,Касли,ru,66257
RU,KRS,Касторное,ru,63699
RU,CHE,Катав-Ивановск,ru,68673
RU,KGN,Катайск,ru,66259
RU,KDA,Каткова Щель,ru,68305
RU,ARK,Катунино,ru,65355
RU,SMO,Катынь,ru,111382
RU,SVE,Качканар,ru,-139729
RU,IRK,Качуг,ru,64429
RU,ROS,Кашары,ru,65277
RU,TVE,Кашин,ru,109034
RU,MOS,Кашира,ru,66977
RU,VOR,Каширское,ru,66171
RU,KB,Кашхатау,ru,112398
RU,ORE,Кваркено,ru,67789
RU,KR,Кварцитный,ru,63865
RU,UD,Кватчи,ru,64849
RU,KEM,Кедровка,ru,66533
RU,UD,Кез,ru,66313
RU,KEM,Кемерово,ru,-476
RU,MO,Кемля,ru,67847
RU,KR,Кемь,ru,67945
RU,KDA,Кепша,ru,64523
RU,CRI,Керчь,ru,~147585
RU,TVE,Кесова Гора,ru,109864
RU,KGN,Кетово,ru,66809
RU,MOW,Киевский пгт,ru,65403
KZ,SEV,Киевское,ru,69123
RU,BU,Кижинга,ru,63943
RU,PER,Кизел,ru,67909
RU,CHE,Кизильское,ru,64763
RU,UD,Кизнер,ru,64851
RU,LEN,Кикерино,ru,64183
RU,KIR,Кикнур,ru,68711
RU,MUR,Килпъявр,ru,67315
RU,MUR,Кильдинстрой,ru,67317
RU,UD,Кильмезь,ru,66579
RU,TUL,Кимовск,ru,112384
RU,TVE,Кимры,ru,69145
RU,LEN,Кингисепп,ru,68165
RU,TA,Киндери,ru,66423
RU,SAM,Кинель,ru,68105
RU,SAM,Кинель-Черкасcы,ru,68107
RU,SAM,Кинельский,ru,69127
RU,IVA,Кинешма,ru,89610
RU,MOS,Кипелово,ru,65497
RU,LEN,Кипень,ru,64129
RU,SVE,Киприно,ru,64487
RU,BA,Киргиз-Мияки,ru,64715
RU,ТOM,Киреевск,ru,68489
RU,TUL,Киреевск,ru,112408
RU,VLA,Киржач,ru,102439
RU,VLG,Кириллов,ru,66107
RU,MOS,Кирилловка,ru,64501
RU,SAM,Кирилловка,ru,63489
RU,SAM,Кириловка,ru,88261
RU,LEN,Кириши,ru,66013
RU,BRY,Киров,ru,69143
RU,KIR,Киров,ru,-441
RU,SVE,Кировград,ru,-139731
RU,KIR,Кирово-Чепецк,ru,66581
RU,MUR,Кировск,ru,67319
RU,LEN,Кировск,ru,68167
RU,PRI,Кировский,ru,111712
RU,AST,Кировский,ru,65811
RU,SVE,Кирпичный Завод,ru,119763
RU,KIR,Кирс,ru,66583
RU,TAM,Кирсанов,ru,67849
RU,KEM,Киселевск,ru,67569
RU,LEN,Кисельня,ru,65625
RU,TOM,Кисловка,ru,65551
RU,STA,Кисловодск,ru,63281
RU,MUR,Кица,ru,67321
RU,VLG,Кичменгский Городок,ru,66109
RU,UD,Киясово,ru,66315
RU,BRY,Клетня,ru,101422
RU,VGG,Клетская,ru,63887
RU,LEN,Климово,ru,101424
RU,MOS,Климовск,ru,66979
RU,VLG,Климовское,ru,65691
RU,MOS,Клин,ru,66981
RU,BRY,Клинцы,ru,101426
RU,MOS,Клишева,ru,101428
RU,SAM,Клявлино,ru,68109
RU,MOS,Клязьма (Пушкино),ru,66983
RU,KHA,Князе-Волконское,ru,111704
RU,LEN,Кобралово,ru,64125
RU,LEN,Кобринское,ru,65371
RU,LEN,Ковалево,ru,65627
RU,KDA,Ковалевское,ru,114243
RU,MUR,Ковдор,ru,67323
RU,NIZ,Ковернино,ru,122860
RU,VLA,Ковров,ru,63133
RU,MO,Ковылкино,ru,67851
RU,KHM,Когалым,ru,68915
RU,ARK,Кодино,ru,120731
RU,CHE,Коелга,ru,63545
RU,TOM,Кожевниково,ru,68491
RU,MOS,Кожухово,ru,64051
RU,SAM,Козелки,ru,68111
RU,KLU,Козельск,ru,69137
RU,SMO,Козловка,ru,68713
RU,MOS,Козлово,ru,117156
RU,KYA,Козулька,ru,64453
RU,ME,Козьмодемьянск,ru,68715
RU,KO,Койгородок,ru,68385
RU,ROS,Койсуг,ru,64539
RU,MOS,Кокошкино,ru,65385
RU,SVE,Кокуй,ru,173895
KZ,AKM,Кокшетау,ru,~101096
RU,MUR,Кола,ru,67325
RU,TOM,Коларова,ru,68493
RU,VGG,Колобовка,ru,64531
RU,VOR,Колодезный,ru,63433
RU,MOS,Коломна,ru,95001
RU,KDA,Колосистый,ru,66673
RU,OMS,Колосовка,ru,67681
RU,TOM,Колпашево,ru,68495
RU,SPE,Колпино,ru,68169
RU,ORL,Колпна,ru,63351
RU,LEN,Колтуши,ru,64085
RU,LEN,Колчаново,ru,65733
RU,NVS,Колывань,ru,67647
RU,PNZ,Колышлей,ru,64985
RU,SVE,Кольцово,ru,64059
RU,NVS,Кольцово,ru,64575
RU,CRI,Кольчугино,ru,63135
RU,MOS,Колюбакино,ru,63791
RU,BRY,Комаричи,ru,63377
RU,NIZ,Комарово,ru,64171
RU,SAR,Коминтерн,ru,63573
RU,LEN,Коммунар,ru,68171
RU,MOS,Коммунарка,ru,64893
RU,KGD,Комсомольск,ru,93010
RU,KHA,Комсомольск-на-Амуре,ru,113555
KZ,SEV,Комсомольский,ru,67853
KZ,AKT,Комсомольское,ru,68717
RU,TVE,Конаково,ru,63137
RU,PNZ,Кондоль,ru,64983
RU,KR,Кондопога,ru,67947
RU,PER,Кондратово,ru,63571
RU,KLU,Кондрово,ru,102632
RU,KDA,Коноково,ru,114225
RU,ARK,Коноша,ru,63221
RU,AMU,Константиновка,ru,112803
RU,TA,Константиновка,ru,68973
RU,MOS,Константиново,ru,63621
RU,ROS,Константиновск,ru,65255
RU,KDA,Константиновская,ru,114254
RU,YAR,Константиновский,ru,65347
RU,KR,Кончезеро,ru,69001
RU,KRS,Конышевка,ru,63677
RU,CHE,Копейск,ru,68765
RU,LEN,Копорье,ru,64155
RU,RYA,Кораблино,ru,112380
RU,MOS,Коренево,ru,63679
RU,KDA,Кореновск,ru,66675
RU,CHE,Коркино,ru,68767
RU,OMS,Кормиловка,ru,67683
RU,MOS,Коробово,ru,69007
RU,MOS,Королев,ru,66987
RU,YAR,Коромыслово,ru,68835
RU,YAN,Коротчаево,ru,173339
RU,BEL,Короча,ru,68901
RU,SAK,Корсаков,ru,144657
RU,ORL,Корсаково,ru,63353
RU,KO,Корткерос,ru,68387
RU,KHA,Корфовский,ru,69095
RU,ARK,Коряжма,ru,63205
RU,KLU,Коряково,ru,113411
RU,KO,Косалма,ru,63971
RU,KIR,Косино,ru,68979
RU,ALT,Косиха,ru,65881
RU,LEN,Косколово,ru,65469
KZ,KOS,Костанай,ru,~101115
RU,VLA,Костерево,ru,117658
RU,UD,Костино,ru,64877
RU,KR,Костомукша,ru,67949
RU,MOS,Кострово,ru,66991
RU,BEL,Кострома,ru,-88520
RU,SVE,Косулино,ru,63483
RU,MOS,Котельники,ru,66993
RU,CRI,Котельниково,ru,66071
RU,KIR,Котельнич,ru,66585
RU,KEM,Котино,ru,111489
RU,ARK,Котлас,ru,63203
RU,MOS,Котово,ru,66073
RU,TAM,Котовск,ru,63901
RU,NVS,Коурак,ru,67649
RU,IVA,Кохма,ru,63141
RU,PER,Кочево,ru,64817
RU,NVS,Коченево,ru,67651
RU,NVS,Кочки,ru,64573
RU,MO,Кочкурово,ru,65005
RU,STA,Кочубеевское,ru,67427
RU,SAM,Кошелевка,ru,68439
RU,AD,Кошехабль,ru,66677
RU,SAM,Кошки,ru,64941
RU,TA,Кощаково,ru,65687
RU,PER,Кояново,ru,64787
RU,KDA,Краевско-Армянское,ru,64837
RU,KEM,Крапивинский,ru,66535
RU,PRI,Краскино,ru,112319
RU,MOS,Красково,ru,66995
RU,BA,Красная Башкирия,ru,95004
RU,SAM,Красная Глинка,ru,68113
RU,TVE,Красная Гора,ru,101431
RU,VLA,Красная Горбатка,ru,106955
RU,MOS,Красная Горка,ru,68981
RU,BA,Красная Горка,ru,64701
RU,ORL,Красная Заря,ru,63355
RU,LEN,Красная Заря,ru,104934
RU,MOS,Красная Пахра,ru,66997
RU,TA,Красная Поляна,ru,122995
RU,KDA,Красная Поляна,ru,68307
RU,BEL,Красная Яруга,ru,63763
RU,MOS,Красноармейск,ru,66999
RU,SAR,Красноармейск,ru,64503
RU,ROS,Красноармейское,ru,66679
RU,SAM,Красноармейское,ru,68115
RU,CU,Красноармейское,ru,68719
RU,ARK,Красноборск,ru,63201
RU,KEM,Краснобродский,ru,67571
RU,PER,Красновишерск,ru,67911
RU,VLA,Красногвардейский,ru,64659
RU,KDA,Красногвардейское,ru,65299
RU,STA,Красногвардейское,ru,68359
RU,SAK,Красногорск,ru,67001
RU,ME,Красногорский,ru,65017
RU,CHE,Красногорский,ru,68769
RU,ALT,Красногорское,ru,65883
RU,UD,Красногорское,ru,66317
RU,KDA,Краснодар,ru,-447
RU,KEM,Красное,ru,63773
RU,LIP,Красное,ru,63925
RU,MOW,Красное,ru,63627
RU,BEL,Красное,ru,122464
RU,SPE,Красное Село,ru,68173
RU,KOS,Красное-на-Волге,ru,117182
RU,MOS,Краснозаводск,ru,67003
RU,KO,Краснозатонский,ru,68389
